Date,temperature - A,temperature - B
10/02/2014 0:00,20.53,20.32
11/02/2014 0:00,20.94,20.58
12/02/2014 0:00,21.3,20.91
13/02/2014 0:00,21.34,21.23
14/02/2014 0:00,,
15/02/2014 0:00,,
16/02/2014 0:00,21.12,20.91
17/02/2014 0:00,21.28,21.02
18/02/2014 0:00,21.59,21.3
19/02/2014 0:00,21.8,21.41
20/02/2014 0:00,21.87,21.47
21/02/2014 0:00,21.95,21.44
22/02/2014 0:00,22.45,22.08
23/02/2014 0:00,22.79,22.37
24/02/2014 0:00,22.69,22.16
25/02/2014 0:00,22.68,22.14
26/02/2014 0:00,22.39,21.93
27/02/2014 0:00,22.11,21.71
28/02/2014 0:00,21.91,21.58
01/03/2014 0:00,21.92,21.54
02/03/2014 0:00,22.03,21.63
03/03/2014 0:00,22.42,22.04
04/03/2014 0:00,22.65,22.25
05/03/2014 0:00,22.73,22.15
06/03/2014 0:00,22.64,22.06
07/03/2014 0:00,,
08/03/2014 0:00,,
09/03/2014 0:00,,
10/03/2014 0:00,22.68,22.23
11/03/2014 0:00,22.38,21.91
12/03/2014 0:00,21.92,21.55
13/03/2014 0:00,20.78,20.32
14/03/2014 0:00,20.02,19.67
15/03/2014 0:00,20.87,20.58
16/03/2014 0:00,21.16,21.07
17/03/2014 0:00,21.88,21.57
18/03/2014 0:00,22.41,22
19/03/2014 0:00,22.73,22.35
20/03/2014 0:00,22.75,22.32
21/03/2014 0:00,,
22/03/2014 0:00,,
23/03/2014 0:00,23.26,22.8
24/03/2014 0:00,23.44,22.99
25/03/2014 0:00,23.53,23.07
26/03/2014 0:00,23.23,22.79
27/03/2014 0:00,23.15,22.68
28/03/2014 0:00,23.17,22.77
29/03/2014 0:00,23.46,23.05
30/03/2014 0:00,23.32,23
31/03/2014 0:00,22.56,22.23
01/04/2014 0:00,22.59,22.35
02/04/2014 0:00,23.01,22.69
03/04/2014 0:00,23.17,22.74
04/04/2014 0:00,23.2,22.72
05/04/2014 0:00,23.52,23.09
06/04/2014 0:00,23.58,23.21
07/04/2014 0:00,23.89,23.55
08/04/2014 0:00,24.15,23.69
09/04/2014 0:00,24.22,23.77
10/04/2014 0:00,24.08,23.7
11/04/2014 0:00,23.8,23.4
12/04/2014 0:00,24.08,23.67
13/04/2014 0:00,23.82,23.44
14/04/2014 0:00,23.82,23.44
15/04/2014 0:00,24.08,23.76
16/04/2014 0:00,24.29,23.84
17/04/2014 0:00,24.7,24.34
18/04/2014 0:00,24.8,24.43
19/04/2014 0:00,25.02,24.64
20/04/2014 0:00,25.29,24.91
21/04/2014 0:00,25.35,24.95
22/04/2014 0:00,24.88,23.01
23/04/2014 0:00,24.94,0.89
24/04/2014 0:00,25.27,
25/04/2014 0:00,25.8,
26/04/2014 0:00,25.92,
27/04/2014 0:00,25.36,
28/04/2014 0:00,25.14,
29/04/2014 0:00,25.46,
30/04/2014 0:00,25.48,
01/05/2014 0:00,25.64,22.34
02/05/2014 0:00,25.74,25.17
03/05/2014 0:00,25.57,25.11
04/05/2014 0:00,25.9,25.18
05/05/2014 0:00,26.34,25.74
06/05/2014 0:00,26.62,25.94
07/05/2014 0:00,26.55,26.01
08/05/2014 0:00,25.97,25.39
09/05/2014 0:00,25.57,24.98
10/05/2014 0:00,25.51,25.02
11/05/2014 0:00,25.68,25.24
12/05/2014 0:00,25.61,25.13
13/05/2014 0:00,25.82,25.27
14/05/2014 0:00,25.89,25.35
15/05/2014 0:00,25.44,25.02
16/05/2014 0:00,,
17/05/2014 0:00,,
18/05/2014 0:00,26.19,25.61
19/05/2014 0:00,25.92,25.38
20/05/2014 0:00,26.02,25.52
21/05/2014 0:00,26.34,25.8
22/05/2014 0:00,26.62,26.01
23/05/2014 0:00,26.68,26.09
24/05/2014 0:00,26.64,26.18
25/05/2014 0:00,26.62,26.16
26/05/2014 0:00,26.66,26.17
27/05/2014 0:00,26.89,26.41
28/05/2014 0:00,27.05,26.57
29/05/2014 0:00,27.35,26.83
30/05/2014 0:00,27.15,26.73
31/05/2014 0:00,27.32,26.89
01/06/2014 0:00,27.15,26.7
02/06/2014 0:00,26.99,26.56
03/06/2014 0:00,26.88,26.44
04/06/2014 0:00,27.19,26.77
05/06/2014 0:00,27.83,27.36
06/06/2014 0:00,27.51,27
07/06/2014 0:00,27.3,26.83
08/06/2014 0:00,27.35,26.82
09/06/2014 0:00,27.33,26.87
10/06/2014 0:00,27.83,27.31
11/06/2014 0:00,27.82,27.29
12/06/2014 0:00,27.83,27.24
13/06/2014 0:00,27.82,27.25
14/06/2014 0:00,27.94,27.4
15/06/2014 0:00,28.09,27.44
16/06/2014 0:00,27.97,27.31
17/06/2014 0:00,28.16,27.48
18/06/2014 0:00,28.5,27.81
19/06/2014 0:00,28.64,28.07
20/06/2014 0:00,28.9,28.25
21/06/2014 0:00,28.77,28.24
22/06/2014 0:00,28.44,27.9
23/06/2014 0:00,28.37,27.73
24/06/2014 0:00,28.61,27.88
25/06/2014 0:00,28.86,28.05
26/06/2014 0:00,28.83,28.02
27/06/2014 0:00,29.04,28.19
28/06/2014 0:00,29.42,28.69
29/06/2014 0:00,29.43,28.61
30/06/2014 0:00,29.37,28.58
01/07/2014 0:00,29.28,28.49
02/07/2014 0:00,29.52,28.69
03/07/2014 0:00,29.47,28.7
04/07/2014 0:00,29.47,28.62
05/07/2014 0:00,29.56,28.82
06/07/2014 0:00,29.24,28.49
07/07/2014 0:00,29.41,28.64
08/07/2014 0:00,29.62,28.83
09/07/2014 0:00,29.57,28.75
10/07/2014 0:00,29.55,28.76
11/07/2014 0:00,29.5,28.74
12/07/2014 0:00,29.62,29.13
13/07/2014 0:00,29.74,29.06
14/07/2014 0:00,29.42,28.88
15/07/2014 0:00,29.4,28.79
16/07/2014 0:00,29.47,28.78
17/07/2014 0:00,29.48,28.79
18/07/2014 0:00,29.35,28.62
19/07/2014 0:00,29.45,28.95
20/07/2014 0:00,29.37,28.83
21/07/2014 0:00,29.58,29.02
22/07/2014 0:00,29.39,28.83
23/07/2014 0:00,29.78,29.09
24/07/2014 0:00,29.94,29.07
25/07/2014 0:00,29.69,28.86
26/07/2014 0:00,,
27/07/2014 0:00,29.74,29.1
28/07/2014 0:00,29.77,29.31
29/07/2014 0:00,29.96,29.35
30/07/2014 0:00,29.96,29.24
31/07/2014 0:00,29.96,29.16
01/08/2014 0:00,29.78,29.06
02/08/2014 0:00,29.68,29.14
03/08/2014 0:00,29.84,29.23
04/08/2014 0:00,29.85,29.18
05/08/2014 0:00,30,29.29
06/08/2014 0:00,30.15,29.42
07/08/2014 0:00,30.05,29.36
08/08/2014 0:00,30.08,29.42
09/08/2014 0:00,29.94,29.32
10/08/2014 0:00,29.9,29.25
11/08/2014 0:00,29.77,29.13
12/08/2014 0:00,29.85,29.24
13/08/2014 0:00,30.14,29.5
14/08/2014 0:00,30.41,29.68
15/08/2014 0:00,30.43,29.73
16/08/2014 0:00,30.32,29.67
17/08/2014 0:00,29.95,29.37
18/08/2014 0:00,30.19,29.54
19/08/2014 0:00,30.26,29.56
20/08/2014 0:00,29.99,29.29
21/08/2014 0:00,29.83,29.15
22/08/2014 0:00,29.99,29.25
23/08/2014 0:00,30.34,29.64
24/08/2014 0:00,30.4,29.68
25/08/2014 0:00,30.34,29.62
26/08/2014 0:00,30.38,29.63
27/08/2014 0:00,30.31,29.53
28/08/2014 0:00,30.15,29.37
29/08/2014 0:00,30.06,29.31
30/08/2014 0:00,30.16,29.51
31/08/2014 0:00,30.5,29.75
01/09/2014 0:00,30.28,29.51
02/09/2014 0:00,29.87,29.15
03/09/2014 0:00,29.68,28.95
04/09/2014 0:00,29.68,28.99
05/09/2014 0:00,29.7,29.06
06/09/2014 0:00,,
07/09/2014 0:00,29.72,29.09
08/09/2014 0:00,29.46,28.87
09/09/2014 0:00,29.5,28.86
10/09/2014 0:00,29.37,29.02
11/09/2014 0:00,29.44,29.05
12/09/2014 0:00,29.28,29.06
13/09/2014 0:00,29.22,28.91
14/09/2014 0:00,29.05,28.71
15/09/2014 0:00,29.28,28.85
16/09/2014 0:00,29.32,28.94
17/09/2014 0:00,29.31,28.88
18/09/2014 0:00,29.62,29.07
19/09/2014 0:00,29.18,28.66
20/09/2014 0:00,29.02,28.55
21/09/2014 0:00,29.01,28.5
22/09/2014 0:00,28.83,28.2
23/09/2014 0:00,29.08,28.44
24/09/2014 0:00,29.28,28.64
25/09/2014 0:00,29.34,28.79
26/09/2014 0:00,29.14,28.63
27/09/2014 0:00,29.01,28.45
28/09/2014 0:00,28.96,28.34
29/09/2014 0:00,0,0
30/09/2014 0:00,26.77,25.89
01/10/2014 0:00,28.18,27.57
02/10/2014 0:00,28.23,27.75
03/10/2014 0:00,28.18,27.71
04/10/2014 0:00,28.01,27.78
05/10/2014 0:00,27.71,27.52
06/10/2014 0:00,27.75,27.41
07/10/2014 0:00,27.89,27.49
08/10/2014 0:00,27.97,27.61
09/10/2014 0:00,28.27,27.95
10/10/2014 0:00,28.08,27.83
11/10/2014 0:00,28.19,27.87
12/10/2014 0:00,27.75,27.35
13/10/2014 0:00,27.64,27.35
14/10/2014 0:00,27.42,27.24
15/10/2014 0:00,27.19,26.85
16/10/2014 0:00,27.16,26.73
17/10/2014 0:00,27.17,26.65
18/10/2014 0:00,27.41,26.88
19/10/2014 0:00,27.57,27.05
20/10/2014 0:00,26.76,26.31
21/10/2014 0:00,26.17,25.82
22/10/2014 0:00,26.15,25.98
23/10/2014 0:00,26.44,26.23
24/10/2014 0:00,26.39,26.27
25/10/2014 0:00,,
26/10/2014 0:00,26.61,26.26
27/10/2014 0:00,26.63,26.11
28/10/2014 0:00,26.83,26.43
29/10/2014 0:00,26.73,26.39
30/10/2014 0:00,26.59,26.08
31/10/2014 0:00,26.07,25.65
01/11/2014 0:00,25.62,25.37
02/11/2014 0:00,25.72,25.5
03/11/2014 0:00,25.95,25.69
04/11/2014 0:00,25.48,25.2
05/11/2014 0:00,25.14,24.87
06/11/2014 0:00,24.93,24.86
07/11/2014 0:00,24.48,24.49
08/11/2014 0:00,24.23,24.31
09/11/2014 0:00,24.3,24.34
10/11/2014 0:00,24.81,24.8
11/11/2014 0:00,25.65,25.42
12/11/2014 0:00,25.44,25.07
13/11/2014 0:00,25.19,24.79
14/11/2014 0:00,25.17,24.76
15/11/2014 0:00,24.96,24.71
16/11/2014 0:00,23.7,23.36
17/11/2014 0:00,23.73,23.3
18/11/2014 0:00,24.35,24.1
19/11/2014 0:00,24.48,24.33
20/11/2014 0:00,24.53,24.39
21/11/2014 0:00,24.64,24.43
22/11/2014 0:00,24.24,23.98
23/11/2014 0:00,23.82,23.61
24/11/2014 0:00,23.47,23.11
25/11/2014 0:00,23.11,22.66
26/11/2014 0:00,21.58,20.85
27/11/2014 0:00,21.11,20.88
28/11/2014 0:00,22.03,21.98
29/11/2014 0:00,22.55,22.58
30/11/2014 0:00,22.67,22.46
01/12/2014 0:00,23.12,22.89
02/12/2014 0:00,23.46,23.27
03/12/2014 0:00,23.66,23.38
04/12/2014 0:00,23.77,23.55
05/12/2014 0:00,23.99,23.75
06/12/2014 0:00,23.79,23.66
07/12/2014 0:00,23.52,23.44
08/12/2014 0:00,23.75,23.56
09/12/2014 0:00,24.16,23.84
10/12/2014 0:00,23.57,23.36
11/12/2014 0:00,23.49,23.33
12/12/2014 0:00,23.82,23.57
13/12/2014 0:00,23.32,23.14
14/12/2014 0:00,22.7,22.33
15/12/2014 0:00,22.49,22.31
16/12/2014 0:00,22.6,22.64
17/12/2014 0:00,22.59,22.67
18/12/2014 0:00,22.67,22.62
19/12/2014 0:00,22.64,22.69
20/12/2014 0:00,22.83,22.83
21/12/2014 0:00,22.54,22.38
22/12/2014 0:00,22.24,22.05
23/12/2014 0:00,22.02,21.69
24/12/2014 0:00,22.19,21.99
25/12/2014 0:00,22.18,22.15
26/12/2014 0:00,22.06,22.19
27/12/2014 0:00,22.28,22.27
28/12/2014 0:00,22.26,22.12
29/12/2014 0:00,21.87,21.84
30/12/2014 0:00,21.95,21.9
31/12/2014 0:00,21.86,21.83
01/01/2015 0:00,21.82,21.85
02/01/2015 0:00,21.34,21.38
03/01/2015 0:00,21.44,21.4
04/01/2015 0:00,20.62,20.53
05/01/2015 0:00,20.49,20.33
06/01/2015 0:00,20.45,20.29
07/01/2015 0:00,19.1,18.69
08/01/2015 0:00,17.45,17.11
09/01/2015 0:00,18.32,17.84
10/01/2015 0:00,17.4,16.98
11/01/2015 0:00,17.22,16.64
12/01/2015 0:00,18.22,17.68
13/01/2015 0:00,18.96,18.9
14/01/2015 0:00,19.45,19.31
15/01/2015 0:00,19.54,19.43
16/01/2015 0:00,18.88,18.65
17/01/2015 0:00,18.71,18.5
18/01/2015 0:00,19.28,19.12
19/01/2015 0:00,19.86,19.74
20/01/2015 0:00,19.8,19.86
21/01/2015 0:00,20.24,20.12
22/01/2015 0:00,20.36,20.41
23/01/2015 0:00,20.38,20.39
24/01/2015 0:00,,
25/01/2015 0:00,21.08,20.86
26/01/2015 0:00,21.46,21.27
27/01/2015 0:00,21.13,21.01
28/01/2015 0:00,21.15,20.93
29/01/2015 0:00,20.93,20.76
30/01/2015 0:00,20.73,20.5
31/01/2015 0:00,20.42,20.61
01/02/2015 0:00,20.41,20.55
02/02/2015 0:00,20.55,20.65
03/02/2015 0:00,20.85,20.83
04/02/2015 0:00,20.66,20.75
05/02/2015 0:00,20.71,20.89
06/02/2015 0:00,21.13,21.06
07/02/2015 0:00,21.77,21.61
08/02/2015 0:00,21.7,21.5
09/02/2015 0:00,21.24,21.19
10/02/2015 0:00,21.02,20.58
11/02/2015 0:00,20.09,19.82
12/02/2015 0:00,19.78,19.55
13/02/2015 0:00,19.64,19.55
14/02/2015 0:00,19.27,18.93
15/02/2015 0:00,19.17,18.99
16/02/2015 0:00,19.77,19.44
17/02/2015 0:00,20.07,19.97
18/02/2015 0:00,,
19/02/2015 0:00,19.15,19.04
20/02/2015 0:00,17.88,17.54
21/02/2015 0:00,18.15,17.71
22/02/2015 0:00,18.77,18.36
23/02/2015 0:00,19.38,19.3
24/02/2015 0:00,20.17,19.97
25/02/2015 0:00,20.81,20.6
26/02/2015 0:00,20.95,20.8
27/02/2015 0:00,21.27,20.93
28/02/2015 0:00,21.75,21.6
01/03/2015 0:00,21.22,21.12
02/03/2015 0:00,21.33,21.06
03/03/2015 0:00,21.36,21.17
04/03/2015 0:00,21.53,21.27
05/03/2015 0:00,21.39,21.11
06/03/2015 0:00,21.42,21.19
07/03/2015 0:00,21.96,21.85
08/03/2015 0:00,22.54,22.45
09/03/2015 0:00,22.64,22.57
10/03/2015 0:00,23.16,22.98
11/03/2015 0:00,23.42,23.15
12/03/2015 0:00,22.74,22.45
13/03/2015 0:00,22.15,21.95
14/03/2015 0:00,22.19,22.09
15/03/2015 0:00,21.97,21.84
16/03/2015 0:00,22.16,22.07
17/03/2015 0:00,22.01,22.08
18/03/2015 0:00,22.02,22.02
19/03/2015 0:00,22.24,22.13
20/03/2015 0:00,22.03,21.85
21/03/2015 0:00,21.62,21.6
22/03/2015 0:00,21.28,21.26
23/03/2015 0:00,21.61,21.61
24/03/2015 0:00,22.2,22.04
25/03/2015 0:00,22.46,22.26
26/03/2015 0:00,22.69,22.37
27/03/2015 0:00,23.09,22.75
28/03/2015 0:00,23.61,23.29
29/03/2015 0:00,23.71,23.43
30/03/2015 0:00,,
31/03/2015 0:00,23.42,23.39
01/04/2015 0:00,23.44,23.3
02/04/2015 0:00,23.54,23.25
03/04/2015 0:00,23.48,23.2
04/04/2015 0:00,23.64,23.51
05/04/2015 0:00,23.23,23.06
06/04/2015 0:00,23.31,23.2
07/04/2015 0:00,23.49,23.35
08/04/2015 0:00,23.91,23.72
09/04/2015 0:00,24.22,24
10/04/2015 0:00,23.4,23.33
11/04/2015 0:00,22.29,22.15
12/04/2015 0:00,21.02,20.63
13/04/2015 0:00,21.09,20.85
14/04/2015 0:00,22.29,22.25
15/04/2015 0:00,22.59,22.49
16/04/2015 0:00,23.26,22.89
17/04/2015 0:00,23.49,23.2
18/04/2015 0:00,23.5,23.42
19/04/2015 0:00,23.41,23.26
20/04/2015 0:00,23.55,23.43
21/04/2015 0:00,24,23.9
22/04/2015 0:00,24.04,23.95
23/04/2015 0:00,23.37,23.38
24/04/2015 0:00,,
25/04/2015 0:00,,
26/04/2015 0:00,23.57,23.36
27/04/2015 0:00,24.06,23.93
28/04/2015 0:00,24.68,24.54
29/04/2015 0:00,25.2,24.94
30/04/2015 0:00,25.16,24.96
01/05/2015 0:00,24.85,24.67
02/05/2015 0:00,24.7,24.43
03/05/2015 0:00,24.8,24.53
04/05/2015 0:00,24.89,24.65
05/05/2015 0:00,24.92,24.62
06/05/2015 0:00,25.35,25.04
07/05/2015 0:00,25.47,25.07
08/05/2015 0:00,25.66,25.4
09/05/2015 0:00,25.57,25.43
10/05/2015 0:00,25.83,25.52
11/05/2015 0:00,25.58,25.3
12/05/2015 0:00,25.72,25.5
13/05/2015 0:00,25.8,25.58
14/05/2015 0:00,25.77,25.57
15/05/2015 0:00,25.64,25.5
16/05/2015 0:00,25.72,25.46
17/05/2015 0:00,25.27,25.62
18/05/2015 0:00,26.09,25.8
19/05/2015 0:00,26.7,26.5
20/05/2015 0:00,26.97,26.74
21/05/2015 0:00,27.01,26.77
22/05/2015 0:00,26.61,26.4
23/05/2015 0:00,26.71,26.48
24/05/2015 0:00,26.49,26.34
25/05/2015 0:00,26.68,26.44
26/05/2015 0:00,27.39,27.08
27/05/2015 0:00,27.29,26.95
28/05/2015 0:00,27.91,27.58
29/05/2015 0:00,27.38,27.06
30/05/2015 0:00,27.06,26.75
31/05/2015 0:00,26.81,26.51
01/06/2015 0:00,26.76,26.57
02/06/2015 0:00,26.96,26.71
03/06/2015 0:00,26.95,26.69
04/06/2015 0:00,27.04,26.79
05/06/2015 0:00,26.93,26.39
06/06/2015 0:00,27.06,26.74
07/06/2015 0:00,27.1,26.83
08/06/2015 0:00,27.32,26.9
09/06/2015 0:00,28,27.55
10/06/2015 0:00,27.89,27.53
11/06/2015 0:00,27.69,27.33
12/06/2015 0:00,27.6,27.23
13/06/2015 0:00,27.62,27.24
14/06/2015 0:00,27.7,27.38
15/06/2015 0:00,27.84,27.41
16/06/2015 0:00,28.06,27.64
17/06/2015 0:00,28.22,27.87
18/06/2015 0:00,28.44,28.03
19/06/2015 0:00,28.25,27.91
20/06/2015 0:00,28.28,27.95
21/06/2015 0:00,28.19,27.85
22/06/2015 0:00,28.05,27.64
23/06/2015 0:00,28.06,27.72
24/06/2015 0:00,28.02,27.65
25/06/2015 0:00,27.94,27.58
26/06/2015 0:00,28.17,27.71
27/06/2015 0:00,28.34,27.87
28/06/2015 0:00,28.3,27.9
29/06/2015 0:00,28.27,27.98
30/06/2015 0:00,28.12,27.91
01/07/2015 0:00,28.18,27.88
02/07/2015 0:00,28.49,28.11
03/07/2015 0:00,28.53,28.1
04/07/2015 0:00,28.47,28.23
05/07/2015 0:00,28.45,28.17
06/07/2015 0:00,28.73,28.36
07/07/2015 0:00,28.74,28.42
08/07/2015 0:00,28.61,28.29
09/07/2015 0:00,28.65,28.23
10/07/2015 0:00,28.66,28.22
11/07/2015 0:00,28.65,28.23
12/07/2015 0:00,28.85,28.42
13/07/2015 0:00,28.93,28.45
14/07/2015 0:00,29.2,28.71
15/07/2015 0:00,29.38,28.83
16/07/2015 0:00,29.34,28.82
17/07/2015 0:00,29.15,28.73
18/07/2015 0:00,29.51,29.01
19/07/2015 0:00,29.48,29.01
20/07/2015 0:00,29.5,28.96
21/07/2015 0:00,29.56,29.05
22/07/2015 0:00,29.42,28.96
23/07/2015 0:00,29.49,29.05
24/07/2015 0:00,29.48,29.02
25/07/2015 0:00,29.78,29.36
26/07/2015 0:00,29.93,29.36
27/07/2015 0:00,29.82,29.25
28/07/2015 0:00,29.81,29.24
29/07/2015 0:00,29.6,29.06
30/07/2015 0:00,29.59,29.06
31/07/2015 0:00,29.8,29.31
01/08/2015 0:00,30.17,29.7
02/08/2015 0:00,30.47,29.85
03/08/2015 0:00,31.01,30.35
04/08/2015 0:00,31.03,30.39
05/08/2015 0:00,30.9,30.29
06/08/2015 0:00,30.64,30.21
07/08/2015 0:00,30.36,30
08/08/2015 0:00,29.89,29.71
09/08/2015 0:00,30.54,30.17
10/08/2015 0:00,30.53,30.1
11/08/2015 0:00,30.49,30.12
12/08/2015 0:00,30.38,30.12
13/08/2015 0:00,30.36,30.06
14/08/2015 0:00,30.21,29.96
15/08/2015 0:00,30.38,30.08
16/08/2015 0:00,30.45,30.14
17/08/2015 0:00,30.99,30.55
18/08/2015 0:00,31.06,30.54
19/08/2015 0:00,30.86,30.41
20/08/2015 0:00,30.62,30.25
21/08/2015 0:00,30.58,30.14
22/08/2015 0:00,30.26,29.96
23/08/2015 0:00,30.23,29.84
24/08/2015 0:00,30.3,29.88
25/08/2015 0:00,30.19,29.71
26/08/2015 0:00,30.03,29.63
27/08/2015 0:00,30.26,29.83
28/08/2015 0:00,30.37,29.94
29/08/2015 0:00,30.24,29.9
30/08/2015 0:00,30.1,29.71
31/08/2015 0:00,30.21,29.77
01/09/2015 0:00,30.31,29.93
02/09/2015 0:00,30.32,29.94
03/09/2015 0:00,30.38,29.95
04/09/2015 0:00,30.33,29.86
05/09/2015 0:00,29.94,29.6
06/09/2015 0:00,29.79,29.47
07/09/2015 0:00,30.12,29.79
08/09/2015 0:00,30.55,30.03
09/09/2015 0:00,30.95,30.3
10/09/2015 0:00,30.88,30.28
11/09/2015 0:00,30.7,30.2
12/09/2015 0:00,30.68,30.24
13/09/2015 0:00,30.49,29.98
14/09/2015 0:00,30.29,29.89
15/09/2015 0:00,30.19,29.79
16/09/2015 0:00,30.44,29.97
17/09/2015 0:00,30.09,29.65
18/09/2015 0:00,29.92,29.61
19/09/2015 0:00,29.63,29.38
20/09/2015 0:00,29.23,29.11
21/09/2015 0:00,29.78,29.45
22/09/2015 0:00,29.52,29.31
23/09/2015 0:00,28.81,28.77
24/09/2015 0:00,29.53,29.21
25/09/2015 0:00,29.28,28.97
26/09/2015 0:00,29.18,28.93
27/09/2015 0:00,29.12,28.86
28/09/2015 0:00,28.93,28.79
29/09/2015 0:00,29.11,28.81
30/09/2015 0:00,29.27,28.89
01/10/2015 0:00,29.49,29.08
02/10/2015 0:00,29.41,28.97
03/10/2015 0:00,29.24,28.93
04/10/2015 0:00,29.21,28.86
05/10/2015 0:00,29.19,28.8
06/10/2015 0:00,28.8,28.33
07/10/2015 0:00,28.55,27.98
08/10/2015 0:00,28.42,28.01
09/10/2015 0:00,28.52,28.15
10/10/2015 0:00,28.61,28.23
11/10/2015 0:00,28.51,28.13
12/10/2015 0:00,28.7,28.17
13/10/2015 0:00,29.07,28.52
14/10/2015 0:00,28.86,28.45
15/10/2015 0:00,28.56,27.8
16/10/2015 0:00,28.27,27.69
17/10/2015 0:00,28.45,27.82
18/10/2015 0:00,28.44,27.91
19/10/2015 0:00,28.63,28.06
20/10/2015 0:00,28.67,28.22
21/10/2015 0:00,28.07,27.8
22/10/2015 0:00,28.02,27.78
23/10/2015 0:00,28.03,27.63
24/10/2015 0:00,28.36,27.9
25/10/2015 0:00,27.68,27.3
26/10/2015 0:00,27.13,26.8
27/10/2015 0:00,27.19,26.57
28/10/2015 0:00,26.57,25.98
29/10/2015 0:00,25.8,25.33
30/10/2015 0:00,25.64,25.12
31/10/2015 0:00,26.07,25.64
01/11/2015 0:00,26.18,25.7
02/11/2015 0:00,26.42,25.72
03/11/2015 0:00,26.39,25.64
04/11/2015 0:00,25.98,25.2
05/11/2015 0:00,26.12,25.45
06/11/2015 0:00,25.86,25.18
07/11/2015 0:00,25.3,24.6
08/11/2015 0:00,25.49,24.71
09/11/2015 0:00,25.53,24.43
10/11/2015 0:00,25.18,24.28
11/11/2015 0:00,24.97,24.24
12/11/2015 0:00,24.78,24.06
13/11/2015 0:00,24.84,24.23
14/11/2015 0:00,24.92,24.28
15/11/2015 0:00,25.07,24.57
16/11/2015 0:00,25.59,25.04
17/11/2015 0:00,24.88,24.3
18/11/2015 0:00,24.53,23.89
19/11/2015 0:00,24.92,24.44
20/11/2015 0:00,24.78,24.22
21/11/2015 0:00,24.55,24.13
22/11/2015 0:00,24.45,24.14
23/11/2015 0:00,24.43,23.93
24/11/2015 0:00,24.14,23.82
25/11/2015 0:00,23.92,23.63
26/11/2015 0:00,24.34,23.99
27/11/2015 0:00,24.53,24.11
28/11/2015 0:00,24.37,24.3
29/11/2015 0:00,24.02,23.95
30/11/2015 0:00,22.95,23.71
01/12/2015 0:00,22.84,23.63
02/12/2015 0:00,23.23,23.49
03/12/2015 0:00,23.28,23.19
04/12/2015 0:00,22.44,22.38
05/12/2015 0:00,21.77,21.75
06/12/2015 0:00,21.14,21.21
07/12/2015 0:00,21.6,21.53
08/12/2015 0:00,21.83,21.73
09/12/2015 0:00,21.61,21.59
10/12/2015 0:00,21.43,21.49
11/12/2015 0:00,21.66,21.77
12/12/2015 0:00,22.14,22.2
13/12/2015 0:00,21.88,21.74
14/12/2015 0:00,21.5,21.37
15/12/2015 0:00,21.63,21.56
16/12/2015 0:00,22.16,21.98
17/12/2015 0:00,21.95,21.7
18/12/2015 0:00,20.6,20.28
19/12/2015 0:00,20.64,20.31
20/12/2015 0:00,21.46,21.13
21/12/2015 0:00,21.46,21.4
22/12/2015 0:00,21.51,21.29
23/12/2015 0:00,21.43,21.17
24/12/2015 0:00,21.42,21.25
25/12/2015 0:00,20.9,20.98
26/12/2015 0:00,21.32,21.08
27/12/2015 0:00,21.65,21.41
28/12/2015 0:00,21.38,21.28
29/12/2015 0:00,21.41,21.28
30/12/2015 0:00,21.75,21.65
31/12/2015 0:00,21.72,21.39
01/01/2016 0:00,20.64,20.46
02/01/2016 0:00,19.83,19.71
03/01/2016 0:00,19.95,19.74
04/01/2016 0:00,20.22,19.97
05/01/2016 0:00,20.69,20.43
06/01/2016 0:00,20.9,20.83
07/01/2016 0:00,21.31,21.05
08/01/2016 0:00,21.2,20.81
09/01/2016 0:00,21.08,20.73
10/01/2016 0:00,21.08,20.79
11/01/2016 0:00,21.05,20.93
12/01/2016 0:00,21.27,21.08
13/01/2016 0:00,21.28,21.21
14/01/2016 0:00,21.39,21.33
15/01/2016 0:00,21.55,21.45
16/01/2016 0:00,21.47,21.35
17/01/2016 0:00,21.38,21.14
18/01/2016 0:00,20.97,20.74
19/01/2016 0:00,20.27,19.99
20/01/2016 0:00,20.29,19.95
21/01/2016 0:00,20.47,20.19
22/01/2016 0:00,20.78,20.37
23/01/2016 0:00,20.77,20.5
24/01/2016 0:00,19.97,19.68
25/01/2016 0:00,19.31,19.12
26/01/2016 0:00,18.79,18.62
27/01/2016 0:00,18.39,18.16
28/01/2016 0:00,18.62,18.64
29/01/2016 0:00,18.88,18.93
30/01/2016 0:00,19.47,19.23
31/01/2016 0:00,19.61,19.29
01/02/2016 0:00,19.79,19.64
02/02/2016 0:00,20.01,19.82
03/02/2016 0:00,20.36,20.16
04/02/2016 0:00,20.51,20.32
05/02/2016 0:00,20.74,20.6
06/02/2016 0:00,20.97,20.63
07/02/2016 0:00,19.83,19.53
08/02/2016 0:00,19.75,19.38
09/02/2016 0:00,20.19,19.89
10/02/2016 0:00,20.3,20.13
11/02/2016 0:00,,
12/02/2016 0:00,,
13/02/2016 0:00,,
14/02/2016 0:00,21.17,20.79
15/02/2016 0:00,21.51,21.21
16/02/2016 0:00,21.9,21.4
17/02/2016 0:00,22.16,21.71
18/02/2016 0:00,22.33,21.9
19/02/2016 0:00,22.37,21.93
20/02/2016 0:00,22.83,22.19
21/02/2016 0:00,22.28,21.71
22/02/2016 0:00,20.98,20.48
23/02/2016 0:00,20.6,20.02
