Date,F_M - A,F_M - B,Sludge Age - A,Sludge Age - B
27/12/2015 7:00,,,3.23,3.01
28/12/2015 7:00,,,4.54,3.13
29/12/2015 7:00,0.28,0.23,4.05,3.81
30/12/2015 7:00,0.24,0.26,3.49,2.86
31/12/2015 7:00,,,3.12,2.82
01/01/2016 7:00,0.21,0.26,4.12,2.85
02/01/2016 7:00,0.21,0.21,3.44,3.29
03/01/2016 7:00,0.24,0.31,3.90,2.90
04/01/2016 7:00,0.45,0.47,3.59,2.66
05/01/2016 7:00,0.28,0.28,3.82,2.87
06/01/2016 7:00,0.26,0.26,3.31,2.86
07/01/2016 7:00,,,3.65,2.76
08/01/2016 7:00,0.31,0.32,3.33,2.94
09/01/2016 7:00,0.24,0.22,3.39,2.95
10/01/2016 7:00,0.29,0.36,3.45,2.84
11/01/2016 7:00,0.22,0.27,3.47,2.97
12/01/2016 7:00,0.25,0.31,2.83,2.67
13/01/2016 7:00,0.21,0.26,3.15,2.70
14/01/2016 7:00,,,3.52,2.69
15/01/2016 7:00,0.24,0.28,3.25,2.80
16/01/2016 7:00,0.19,0.22,3.61,3.12
17/01/2016 7:00,0.28,0.31,3.27,2.90
18/01/2016 7:00,0.23,0.25,3.28,2.95
19/01/2016 7:00,0.22,0.27,3.13,2.87
20/01/2016 7:00,0.22,0.25,3.03,2.81
21/01/2016 7:00,,,3.19,3.26
22/01/2016 7:00,0.28,0.32,2.92,3.14
23/01/2016 7:00,0.22,0.16,3.08,3.56
24/01/2016 7:00,0.29,0.31,2.50,3.26
25/01/2016 7:00,0.24,0.28,2.82,3.22
26/01/2016 7:00,0.21,0.25,2.70,3.43
27/01/2016 7:00,0.28,0.33,3.05,3.91
28/01/2016 7:00,,,3.22,3.76
29/01/2016 7:00,0.28,0.30,2.55,3.46
30/01/2016 7:00,0.31,0.36,5.40,6.62
31/01/2016 7:00,0.28,0.32,2.65,5.02
01/02/2016 7:00,0.24,0.28,2.90,4.00
02/02/2016 7:00,0.24,0.27,2.88,4.10
03/02/2016 7:00,0.22,0.25,3.99,3.95
04/02/2016 7:00,,,6.16,3.35
05/02/2016 7:00,0.26,0.29,,3.27
06/02/2016 7:00,0.24,0.26,5.38,3.74
07/02/2016 7:00,0.24,0.24,2.60,3.08
08/02/2016 7:00,0.21,0.20,2.24,3.38
09/02/2016 7:00,0.26,0.25,2.50,3.17
10/02/2016 7:00,0.30,0.27,2.53,3.25
11/02/2016 7:00,,,5.16,3.36
12/02/2016 7:00,0.28,0.27,2.65,2.87
13/02/2016 7:00,0.19,0.22,5.61,3.55
14/02/2016 7:00,0.28,0.27,3.00,3.29
15/02/2016 7:00,0.28,0.28,2.53,2.96
16/02/2016 7:00,0.25,0.27,2.62,2.78
17/02/2016 7:00,0.30,0.29,2.43,2.94
18/02/2016 7:00,,,2.47,3.41
19/02/2016 7:00,0.26,0.25,2.62,3.09
20/02/2016 7:00,0.26,0.25,2.84,3.52
21/02/2016 7:00,0.31,0.28,2.62,3.04
22/02/2016 7:00,0.24,0.23,2.25,2.48
23/02/2016 7:00,0.22,0.20,2.46,2.80
24/02/2016 7:00,0.25,0.22,2.74,2.80
25/02/2016 7:00,,,2.69,2.92
26/02/2016 7:00,0.30,0.28,2.53,2.96
27/02/2016 7:00,0.25,0.23,2.52,3.34
28/02/2016 7:00,0.28,0.25,2.81,3.41
29/02/2016 7:00,0.28,0.29,2.66,3.19
01/03/2016 7:00,0.24,0.26,2.55,3.32
02/03/2016 7:00,0.28,0.26,2.84,3.55
03/03/2016 7:00,,,2.94,3.18
04/03/2016 7:00,0.32,0.37,2.51,2.98
05/03/2016 7:00,0.23,0.23,2.56,3.93
06/03/2016 7:00,0.29,0.31,2.50,3.49
07/03/2016 7:00,0.33,0.34,2.36,3.65
08/03/2016 7:00,0.22,0.23,2.63,3.37
09/03/2016 7:00,0.26,0.32,2.68,3.10
10/03/2016 7:00,,,2.94,2.90
11/03/2016 7:00,0.25,0.32,2.69,3.12
12/03/2016 7:00,0.24,0.27,2.52,3.84
13/03/2016 7:00,0.30,0.32,2.65,3.20
14/03/2016 7:00,0.33,0.41,3.13,3.04
15/03/2016 7:00,0.31,0.35,2.75,2.89
16/03/2016 7:00,0.23,0.27,2.34,2.96
17/03/2016 7:00,,,2.67,3.11
18/03/2016 7:00,0.32,0.40,2.75,2.71
19/03/2016 7:00,0.28,0.33,2.97,3.22
20/03/2016 7:00,0.32,0.37,2.83,3.00
21/03/2016 7:00,0.33,0.32,2.72,3.26
22/03/2016 7:00,0.32,0.31,2.71,3.71
23/03/2016 7:00,,,3.06,3.28
24/03/2016 7:00,,,3.49,3.27
25/03/2016 7:00,0.31,0.38,2.73,3.05
26/03/2016 7:00,0.25,0.28,2.82,3.36
27/03/2016 7:00,0.23,0.26,2.86,2.77
28/03/2016 7:00,0.26,0.28,2.53,2.76
29/03/2016 7:00,0.25,0.26,2.67,3.04
30/03/2016 7:00,0.26,0.26,2.45,3.12
31/03/2016 7:00,,,3.12,2.99
01/04/2016 7:00,0.31,0.33,2.72,3.51
02/04/2016 7:00,0.26,0.29,2.96,3.58
03/04/2016 7:00,0.27,0.34,2.90,3.22
04/04/2016 7:00,0.28,0.31,2.97,3.26
05/04/2016 7:00,0.32,0.34,3.19,3.21
06/04/2016 7:00,0.29,0.29,,
07/04/2016 7:00,,,3.03,3.71
08/04/2016 7:00,0.33,0.43,2.76,3.32
09/04/2016 7:00,0.22,0.27,3.24,3.59
10/04/2016 7:00,0.24,0.28,2.77,2.90
11/04/2016 7:00,0.30,0.37,2.74,2.94
12/04/2016 7:00,0.28,0.34,2.74,2.92
13/04/2016 7:00,0.25,0.33,2.92,2.72
14/04/2016 7:00,,,2.98,3.27
15/04/2016 7:00,0.25,0.32,3.14,2.71
16/04/2016 7:00,0.25,0.34,3.11,2.93
17/04/2016 7:00,0.32,0.36,2.62,2.89
18/04/2016 7:00,0.30,0.33,2.37,3.00
19/04/2016 7:00,0.27,0.30,2.61,3.00
20/04/2016 7:00,0.28,0.32,2.66,3.10
21/04/2016 7:00,,,2.79,3.33
22/04/2016 7:00,,,2.60,3.17
23/04/2016 7:00,0.27,0.26,2.77,4.11
24/04/2016 7:00,0.27,0.29,2.75,3.54
25/04/2016 7:00,0.26,0.31,2.92,3.57
26/04/2016 7:00,0.27,0.34,3.05,3.39
27/04/2016 7:00,,,3.06,3.43
28/04/2016 7:00,,,3.89,3.26
29/04/2016 7:00,,,3.20,3.42
30/04/2016 7:00,0.32,0.34,2.87,3.53
01/05/2016 7:00,0.30,0.33,2.97,3.56
02/05/2016 7:00,0.27,0.32,3.62,3.47
03/05/2016 7:00,0.21,0.24,2.94,3.36
04/05/2016 7:00,0.22,0.23,2.65,3.77
05/05/2016 7:00,,,3.19,3.51
06/05/2016 7:00,,,3.77,3.50
07/05/2016 7:00,0.26,0.29,4.29,3.63
08/05/2016 7:00,0.33,0.35,2.43,3.34
09/05/2016 7:00,0.28,0.29,2.14,3.15
10/05/2016 7:00,,,3.10,3.36
11/05/2016 7:00,,,2.68,3.31
12/05/2016 7:00,,,2.91,3.71
13/05/2016 7:00,0.37,0.33,3.29,3.62
14/05/2016 7:00,0.35,0.32,3.45,3.71
15/05/2016 7:00,0.34,0.28,2.81,3.32
16/05/2016 7:00,0.27,0.24,3.38,3.58
17/05/2016 7:00,0.28,0.25,3.41,3.27
18/05/2016 7:00,,,3.12,3.89
19/05/2016 7:00,,,3.14,3.69
20/05/2016 7:00,0.34,0.36,3.07,2.94
21/05/2016 7:00,0.29,0.31,3.32,3.82
22/05/2016 7:00,0.38,0.38,2.83,3.58
23/05/2016 7:00,0.39,0.35,2.68,3.75
24/05/2016 7:00,0.29,0.32,3.61,3.74
25/05/2016 7:00,,,3.26,3.55
26/05/2016 7:00,,,3.23,3.43
27/05/2016 7:00,0.44,0.47,2.69,3.07
28/05/2016 7:00,0.31,0.33,2.74,3.51
29/05/2016 7:00,0.39,0.44,2.97,3.41
30/05/2016 7:00,0.36,0.41,3.04,3.45
31/05/2016 7:00,,,3.41,3.17
01/06/2016 7:00,,,3.16,3.43
02/06/2016 7:00,,,3.92,3.56
03/06/2016 7:00,0.34,0.43,3.04,3.14
04/06/2016 7:00,,,3.16,3.37
05/06/2016 7:00,0.38,0.47,2.91,2.82
06/06/2016 7:00,0.32,0.40,3.02,3.16
07/06/2016 7:00,0.36,0.49,2.91,3.30
08/06/2016 7:00,0.41,0.47,2.76,3.60
09/06/2016 7:00,,,3.09,3.95
10/06/2016 7:00,,,2.95,3.41
11/06/2016 7:00,,,3.53,4.06
12/06/2016 7:00,0.32,0.34,3.05,3.84
13/06/2016 7:00,0.36,0.36,2.72,4.01
14/06/2016 7:00,,,3.19,3.40
15/06/2016 7:00,0.33,0.34,3.23,3.30
16/06/2016 7:00,,,3.16,4.12
17/06/2016 7:00,0.36,0.36,3.10,3.97
18/06/2016 7:00,0.31,0.32,3.13,4.53
19/06/2016 7:00,0.34,0.33,3.10,3.54
20/06/2016 7:00,0.27,0.31,3.49,4.07
21/06/2016 7:00,0.29,0.34,3.14,3.94
22/06/2016 7:00,0.27,0.33,2.93,3.57
23/06/2016 7:00,,,2.86,3.82
24/06/2016 7:00,0.31,0.33,2.66,3.08
25/06/2016 7:00,0.24,0.25,3.15,3.80
26/06/2016 7:00,0.34,0.32,2.77,3.62
27/06/2016 7:00,0.36,0.35,3.19,3.69
28/06/2016 7:00,0.34,0.28,3.17,3.77
29/06/2016 7:00,0.38,0.29,6.09,3.61
30/06/2016 7:00,,,4.37,4.06
01/07/2016 7:00,0.37,0.31,3.42,3.44
02/07/2016 7:00,0.27,0.21,5.21,4.78
03/07/2016 7:00,0.34,0.30,5.72,3.63
04/07/2016 7:00,0.25,0.23,3.90,3.51
05/07/2016 7:00,0.36,0.32,4.07,3.44
06/07/2016 7:00,0.30,0.27,4.04,3.58
07/07/2016 7:00,,,3.35,3.79
08/07/2016 7:00,0.43,0.41,4.47,3.81
09/07/2016 7:00,0.25,0.23,4.35,4.34
10/07/2016 7:00,0.38,0.33,4.31,3.64
11/07/2016 7:00,0.41,0.35,4.54,3.93
12/07/2016 7:00,0.32,0.28,4.57,3.82
13/07/2016 7:00,0.31,0.26,4.35,3.98
14/07/2016 7:00,,,4.46,4.29
15/07/2016 7:00,0.33,0.25,3.90,3.70
16/07/2016 7:00,0.36,0.29,4.81,3.62
17/07/2016 7:00,0.35,0.28,5.12,3.76
18/07/2016 7:00,0.35,0.28,4.94,3.71
19/07/2016 7:00,0.43,0.34,5.08,3.88
20/07/2016 7:00,0.35,0.31,6.92,3.76
21/07/2016 7:00,,,6.08,4.06
22/07/2016 7:00,0.29,0.30,6.70,3.52
23/07/2016 7:00,0.27,0.31,6.00,3.95
24/07/2016 7:00,0.21,0.24,5.02,3.60
25/07/2016 7:00,0.24,0.27,4.74,3.57
26/07/2016 7:00,0.25,0.27,4.38,3.57
27/07/2016 7:00,0.31,0.33,4.19,3.40
28/07/2016 7:00,,,5.40,3.84
29/07/2016 7:00,0.23,0.27,4.17,3.27
30/07/2016 7:00,0.25,0.29,4.24,3.46
31/07/2016 7:00,0.20,0.27,3.89,3.58
01/08/2016 7:00,0.31,0.44,3.94,3.35
02/08/2016 7:00,0.28,0.35,3.60,3.71
03/08/2016 7:00,0.24,0.23,3.57,3.57
04/08/2016 7:00,,,3.85,3.00
05/08/2016 7:00,0.32,0.37,3.42,3.16
06/08/2016 7:00,0.23,0.22,3.36,3.79
07/08/2016 7:00,0.24,0.26,3.82,3.39
08/08/2016 7:00,0.28,0.29,3.93,3.40
09/08/2016 7:00,0.27,0.29,3.11,3.30
10/08/2016 7:00,0.26,0.28,3.36,3.63
11/08/2016 7:00,,,3.46,3.22
12/08/2016 7:00,0.26,0.28,3.24,3.44
13/08/2016 7:00,0.26,0.27,3.48,3.81
14/08/2016 7:00,0.32,0.33,3.96,3.74
15/08/2016 7:00,,,4.31,3.71
16/08/2016 7:00,0.51,0.55,4.27,3.83
17/08/2016 7:00,0.51,0.58,3.91,3.62
18/08/2016 7:00,,,4.21,4.01
19/08/2016 7:00,0.31,0.40,3.60,3.43
20/08/2016 7:00,1.12,1.30,4.25,4.21
21/08/2016 7:00,,,3.87,4.19
22/08/2016 7:00,0.28,0.35,4.03,3.96
23/08/2016 7:00,0.52,0.60,4.11,3.83
24/08/2016 7:00,,,3.49,3.37
25/08/2016 7:00,0.44,0.44,3.77,4.02
26/08/2016 7:00,0.70,0.67,3.45,3.94
27/08/2016 7:00,0.52,0.51,3.78,3.76
28/08/2016 7:00,0.36,0.37,3.91,3.74
29/08/2016 7:00,0.34,0.36,3.51,3.63
30/08/2016 7:00,0.26,0.31,4.46,3.58
31/08/2016 7:00,0.29,0.36,4.05,3.69
01/09/2016 7:00,,,3.97,3.80
02/09/2016 7:00,0.27,0.35,3.64,3.61
03/09/2016 7:00,0.24,0.29,3.33,3.76
04/09/2016 7:00,0.30,0.36,4.05,4.07
05/09/2016 7:00,0.33,0.43,3.55,3.67
06/09/2016 7:00,0.29,0.42,3.69,4.69
07/09/2016 7:00,0.27,0.34,3.41,6.08
08/09/2016 7:00,,,4.94,4.23
09/09/2016 7:00,0.29,0.39,3.48,3.73
10/09/2016 7:00,0.25,0.32,3.66,4.14
11/09/2016 7:00,,,4.06,4.19
12/09/2016 7:00,0.32,0.37,4.31,4.29
13/09/2016 7:00,,,2.78,4.40
14/09/2016 7:00,0.28,0.31,3.45,4.32
15/09/2016 7:00,,,3.65,4.11
16/09/2016 7:00,,,3.89,3.93
17/09/2016 7:00,0.21,0.20,3.68,4.43
18/09/2016 7:00,,,3.06,4.22
19/09/2016 7:00,,,4.22,4.34
20/09/2016 7:00,,,5.13,4.62
21/09/2016 7:00,,,4.04,3.64
22/09/2016 7:00,,,3.47,3.75
23/09/2016 7:00,,,3.39,3.25
24/09/2016 7:00,,,3.62,3.75
25/09/2016 7:00,0.24,0.28,3.32,3.64
26/09/2016 7:00,,,4.29,3.66
27/09/2016 7:00,0.24,0.31,4.39,3.60
28/09/2016 7:00,0.23,0.29,4.56,3.82
29/09/2016 7:00,,,4.36,4.14
30/09/2016 7:00,,,4.33,3.74
01/10/2016 7:00,,,5.48,3.63
02/10/2016 7:00,,,5.59,3.23
03/10/2016 7:00,,,4.32,3.75
04/10/2016 7:00,0.19,0.24,4.10,3.75
05/10/2016 7:00,0.21,0.28,3.41,3.41
06/10/2016 7:00,,,4.65,3.82
07/10/2016 7:00,0.25,0.34,7.87,2.94
08/10/2016 7:00,0.19,0.25,6.65,3.47
09/10/2016 7:00,0.25,0.35,3.71,3.25
10/10/2016 7:00,,,3.76,3.57
11/10/2016 7:00,0.17,0.26,5.83,4.25
12/10/2016 7:00,,,3.29,3.84
13/10/2016 7:00,,,2.44,3.59
14/10/2016 7:00,,,2.41,3.47
15/10/2016 7:00,,,2.31,3.04
16/10/2016 7:00,,,2.35,3.06
17/10/2016 7:00,0.21,0.24,2.85,3.22
18/10/2016 7:00,0.24,0.29,2.81,3.33
19/10/2016 7:00,0.24,0.29,2.85,3.16
20/10/2016 7:00,,,3.02,3.84
21/10/2016 7:00,,,3.08,3.75
22/10/2016 7:00,,,3.66,4.10
23/10/2016 7:00,,,5.59,3.46
24/10/2016 7:00,0.29,0.29,7.01,4.53
25/10/2016 7:00,0.31,0.33,3.51,3.25
26/10/2016 7:00,0.27,0.25,4.56,3.45
27/10/2016 7:00,,,3.63,3.55
28/10/2016 7:00,0.31,0.27,3.75,3.30
29/10/2016 7:00,0.26,0.23,3.87,3.80
30/10/2016 7:00,0.31,0.30,2.56,3.15
31/10/2016 7:00,0.22,0.25,3.12,3.67
01/11/2016 7:00,0.29,0.34,3.13,2.99
02/11/2016 7:00,0.31,0.35,3.80,3.45
03/11/2016 7:00,,,3.01,3.57
04/11/2016 7:00,0.26,0.30,2.95,3.48
05/11/2016 7:00,0.17,0.23,3.44,3.70
06/11/2016 7:00,0.21,0.25,3.12,3.93
07/11/2016 7:00,0.20,0.26,2.69,4.02
08/11/2016 7:00,0.19,0.26,2.91,3.78
09/11/2016 7:00,0.22,0.29,2.82,3.66
10/11/2016 7:00,,,3.16,3.95
11/11/2016 7:00,0.26,0.31,3.17,3.80
12/11/2016 7:00,0.17,0.22,4.29,3.60
13/11/2016 7:00,0.22,0.26,3.84,3.93
14/11/2016 7:00,0.23,0.29,3.04,3.56
15/11/2016 7:00,0.20,0.22,2.49,4.28
16/11/2016 7:00,0.25,0.28,2.35,4.01
17/11/2016 7:00,,,2.80,4.28
18/11/2016 7:00,0.23,0.31,3.31,3.87
19/11/2016 7:00,0.20,0.24,3.78,4.28
20/11/2016 7:00,0.30,0.30,3.12,3.91
21/11/2016 7:00,0.33,0.35,3.01,3.59
22/11/2016 7:00,0.35,0.37,3.36,3.59
23/11/2016 7:00,0.32,0.32,2.57,3.64
24/11/2016 7:00,,,2.77,3.81
25/11/2016 7:00,0.24,0.30,3.15,3.25
26/11/2016 7:00,0.25,0.28,3.13,3.54
27/11/2016 7:00,0.23,0.25,2.60,3.27
28/11/2016 7:00,0.29,0.35,3.09,3.30
29/11/2016 7:00,0.25,0.31,3.39,3.52
30/11/2016 7:00,0.26,0.35,3.89,3.52
01/12/2016 7:00,,,2.69,3.10
02/12/2016 7:00,0.25,0.33,3.03,2.83
03/12/2016 7:00,0.21,0.28,3.94,4.02
04/12/2016 7:00,0.23,0.28,4.21,3.34
05/12/2016 7:00,0.18,0.18,3.88,3.95
06/12/2016 7:00,0.24,0.22,3.85,3.53
07/12/2016 7:00,,,3.66,3.78
08/12/2016 7:00,0.24,0.23,3.57,3.33
09/12/2016 7:00,,,3.55,3.08
10/12/2016 7:00,,,3.61,3.46
11/12/2016 7:00,0.33,0.39,3.54,3.15
12/12/2016 7:00,0.24,0.28,3.57,3.21
13/12/2016 7:00,0.16,0.18,2.80,2.81
14/12/2016 7:00,,,3.11,2.90
15/12/2016 7:00,,,2.85,3.60
16/12/2016 7:00,,,3.15,3.40
17/12/2016 7:00,,,3.45,3.56
18/12/2016 7:00,0.29,0.38,3.36,3.47
19/12/2016 7:00,0.25,0.30,3.45,4.02
20/12/2016 7:00,0.25,0.33,3.38,3.88
21/12/2016 7:00,0.23,0.29,3.45,4.17
22/12/2016 7:00,,,3.13,4.48
23/12/2016 7:00,0.28,0.33,3.09,3.76
24/12/2016 7:00,0.19,0.23,3.24,4.25
25/12/2016 7:00,,,2.67,4.18
26/12/2016 7:00,,,2.93,3.82
27/12/2016 7:00,,,2.66,3.43
28/12/2016 7:00,0.21,0.21,2.99,3.68
29/12/2016 7:00,,,3.42,4.60
30/12/2016 7:00,,,3.08,4.05
31/12/2016 7:00,0.17,0.20,4.01,4.48
01/01/2017 7:00,0.21,,3.23,4.41
02/01/2017 7:00,0.31,0.29,3.14,3.94
03/01/2017 7:00,,,3.62,3.98
04/01/2017 7:00,0.17,0.19,3.06,3.32
05/01/2017 7:00,,,3.24,4.04
06/01/2017 7:00,0.36,0.47,3.42,3.45
07/01/2017 7:00,,,3.83,3.59
08/01/2017 7:00,0.17,0.24,3.50,3.65
09/01/2017 7:00,0.17,0.26,4.41,4.04
10/01/2017 7:00,0.18,0.28,3.54,4.04
11/01/2017 7:00,0.27,0.44,3.34,3.94
12/01/2017 7:00,0.17,0.25,2.37,4.16
13/01/2017 7:00,,,3.74,4.05
14/01/2017 7:00,,,4.10,4.01
15/01/2017 7:00,0.15,0.18,3.27,4.29
16/01/2017 7:00,0.26,0.32,3.08,3.82
17/01/2017 7:00,0.23,0.30,3.11,3.47
18/01/2017 7:00,0.18,0.23,6.10,3.38
19/01/2017 7:00,0.16,0.21,3.34,3.56
20/01/2017 7:00,,,3.23,3.46
21/01/2017 7:00,0.14,0.18,3.15,3.74
22/01/2017 7:00,0.18,0.22,3.22,3.56
23/01/2017 7:00,0.24,0.29,3.35,3.77
24/01/2017 7:00,0.16,0.21,3.19,3.38
25/01/2017 7:00,0.19,0.21,3.84,3.97
26/01/2017 7:00,0.22,0.20,3.06,3.85
27/01/2017 7:00,,,2.63,3.28
28/01/2017 7:00,,,3.37,3.72
29/01/2017 7:00,0.27,0.26,3.25,3.54
30/01/2017 7:00,0.21,0.20,3.21,3.43
31/01/2017 7:00,0.25,0.23,3.57,3.47
01/02/2017 7:00,0.27,0.25,3.54,3.49
02/02/2017 7:00,0.32,0.29,4.93,3.59
03/02/2017 7:00,0.34,0.32,5.19,3.99
04/02/2017 7:00,0.34,0.28,5.06,4.44
05/02/2017 7:00,,,4.06,4.17
06/02/2017 7:00,0.29,0.26,4.94,3.87
07/02/2017 7:00,0.23,0.19,4.33,3.64
08/02/2017 7:00,0.22,0.22,5.05,3.65
09/02/2017 7:00,0.33,0.30,5.13,3.78
10/02/2017 7:00,,,4.67,3.72
11/02/2017 7:00,,,5.53,4.01
12/02/2017 7:00,0.28,0.29,5.34,3.66
13/02/2017 7:00,0.25,0.21,5.06,3.55
14/02/2017 7:00,0.51,0.50,4.72,3.22
15/02/2017 7:00,,,4.53,3.33
16/02/2017 7:00,0.14,0.15,3.71,3.16
17/02/2017 7:00,0.09,0.11,4.71,3.50
18/02/2017 7:00,,,5.47,3.81
19/02/2017 7:00,,,4.37,3.24
20/02/2017 7:00,,,4.84,3.95
21/02/2017 7:00,0.36,0.36,4.86,4.00
22/02/2017 7:00,0.32,0.35,6.73,4.28
23/02/2017 7:00,0.31,0.34,4.52,4.44
24/02/2017 7:00,,,4.95,3.85
25/02/2017 7:00,,,5.03,4.09
26/02/2017 7:00,0.31,0.31,4.25,3.29
27/02/2017 7:00,0.29,0.30,4.58,4.11
28/02/2017 7:00,0.37,0.36,4.16,3.34
01/03/2017 7:00,0.21,0.23,4.31,3.20
02/03/2017 7:00,0.23,0.24,4.59,3.83
03/03/2017 7:00,,,4.84,3.64
04/03/2017 7:00,,,4.90,3.61
05/03/2017 7:00,0.21,0.24,4.46,3.28
06/03/2017 7:00,0.21,0.23,4.00,3.16
07/03/2017 7:00,0.26,0.28,4.59,3.26
08/03/2017 7:00,0.33,0.38,4.67,3.03
09/03/2017 7:00,,,4.85,3.46
10/03/2017 7:00,,,4.64,3.18
11/03/2017 7:00,0.19,0.23,5.38,3.60
12/03/2017 7:00,0.22,0.27,4.86,3.13
13/03/2017 7:00,0.26,0.30,4.38,3.20
14/03/2017 7:00,0.30,0.34,4.51,3.05
15/03/2017 7:00,0.25,0.27,4.68,2.86
16/03/2017 7:00,,,5.48,3.42
17/03/2017 7:00,,,3.89,3.10
18/03/2017 7:00,0.21,0.26,3.96,2.91
19/03/2017 7:00,0.30,0.32,3.08,2.88
20/03/2017 7:00,0.25,0.27,4.00,3.00
21/03/2017 7:00,0.23,0.24,6.33,2.80
22/03/2017 7:00,0.28,0.28,2.76,2.66
23/03/2017 7:00,,,3.63,3.17
24/03/2017 7:00,,,3.88,2.74
25/03/2017 7:00,0.21,0.17,4.32,3.31
26/03/2017 7:00,0.25,0.22,3.61,2.91
27/03/2017 7:00,0.26,0.20,3.35,3.22
28/03/2017 7:00,0.39,0.16,3.26,4.93
29/03/2017 7:00,0.29,0.21,4.53,3.39
30/03/2017 7:00,,,3.72,3.80
31/03/2017 7:00,,,10.64,3.85
01/04/2017 7:00,0.22,0.16,5.65,3.72
02/04/2017 7:00,0.27,0.21,5.88,2.79
03/04/2017 7:00,0.14,0.22,11.53,2.67
04/04/2017 7:00,0.20,0.26,10.82,3.44
05/04/2017 7:00,0.28,0.27,5.68,3.48
06/04/2017 7:00,,,6.41,3.77
07/04/2017 7:00,,,4.62,2.86
08/04/2017 7:00,,,4.35,3.38
09/04/2017 7:00,,,3.93,4.04
10/04/2017 7:00,,,4.86,3.76
11/04/2017 7:00,,,5.07,4.43
12/04/2017 7:00,,,5.37,4.05
13/04/2017 7:00,,,4.69,3.75
14/04/2017 7:00,,,4.47,3.31
15/04/2017 7:00,,,5.33,4.01
16/04/2017 7:00,,,4.55,4.13
17/04/2017 7:00,0.21,0.19,5.08,4.64
18/04/2017 7:00,0.35,0.30,4.12,3.00
19/04/2017 7:00,0.31,0.25,4.69,3.10
20/04/2017 7:00,,,6.95,3.55
21/04/2017 7:00,,,6.02,3.74
22/04/2017 7:00,0.21,0.18,6.91,4.19
23/04/2017 7:00,0.27,0.25,6.16,3.91
24/04/2017 7:00,0.25,0.22,6.52,4.12
25/04/2017 7:00,0.27,0.23,5.60,3.66
26/04/2017 7:00,0.23,0.22,6.95,3.52
27/04/2017 7:00,,,5.24,3.68
28/04/2017 7:00,,,6.33,3.77
29/04/2017 7:00,0.20,0.18,6.16,3.27
30/04/2017 7:00,,,7.16,3.92
01/05/2017 7:00,,,7.84,3.96
02/05/2017 7:00,,,5.24,3.61
03/05/2017 7:00,0.18,0.18,4.66,3.40
04/05/2017 7:00,,,4.99,4.50
05/05/2017 7:00,,,5.78,3.94
06/05/2017 7:00,0.18,0.18,6.23,5.04
07/05/2017 7:00,0.24,0.20,6.02,3.86
08/05/2017 7:00,,,5.79,3.82
09/05/2017 7:00,0.26,0.17,4.36,4.30
10/05/2017 7:00,0.19,0.24,5.70,3.85
11/05/2017 7:00,,,5.14,3.61
12/05/2017 7:00,,,4.93,3.72
13/05/2017 7:00,0.24,0.20,5.24,3.37
14/05/2017 7:00,0.26,0.21,4.43,3.52
15/05/2017 7:00,0.26,0.21,4.93,4.21
16/05/2017 7:00,0.29,0.24,4.14,3.23
17/05/2017 7:00,0.27,0.23,4.07,3.01
18/05/2017 7:00,,,4.48,3.73
19/05/2017 7:00,,,4.59,3.50
20/05/2017 7:00,0.00,0.00,4.14,3.27
21/05/2017 7:00,0.31,0.26,4.85,3.69
22/05/2017 7:00,0.28,0.25,4.64,3.55
23/05/2017 7:00,0.29,0.25,4.59,3.55
24/05/2017 7:00,0.29,0.24,5.00,3.69
25/05/2017 7:00,,,5.78,4.12
26/05/2017 7:00,,,5.36,3.72
27/05/2017 7:00,0.23,0.20,4.59,3.90
28/05/2017 7:00,0.28,0.25,4.98,3.50
29/05/2017 7:00,,,4.68,4.30
30/05/2017 7:00,,,5.68,4.11
31/05/2017 7:00,0.21,0.19,6.22,3.50
01/06/2017 7:00,,,6.05,3.11
02/06/2017 7:00,,,5.16,2.22
03/06/2017 7:00,0.21,0.20,5.93,3.42
04/06/2017 7:00,0.27,0.26,5.83,3.35
05/06/2017 7:00,0.28,0.26,4.66,3.31
06/06/2017 7:00,0.27,0.28,4.85,3.46
07/06/2017 7:00,0.27,0.28,5.00,3.20
08/06/2017 7:00,,,6.92,3.24
09/06/2017 7:00,,,5.43,3.30
10/06/2017 7:00,0.21,0.22,6.30,3.88
11/06/2017 7:00,0.24,0.24,4.88,3.41
12/06/2017 7:00,0.25,0.26,5.21,3.29
13/06/2017 7:00,0.26,0.26,4.99,3.35
14/06/2017 7:00,0.25,0.26,6.37,4.03
15/06/2017 7:00,,,6.26,5.37
16/06/2017 7:00,,,6.11,3.94
17/06/2017 7:00,0.22,0.23,5.41,4.35
18/06/2017 7:00,0.33,0.33,4.91,4.29
19/06/2017 7:00,0.30,0.32,5.52,4.26
20/06/2017 7:00,0.29,0.27,5.03,5.00
21/06/2017 7:00,0.27,0.26,5.39,4.41
22/06/2017 7:00,,,5.48,2.93
23/06/2017 7:00,,,5.36,3.96
24/06/2017 7:00,0.18,0.18,5.54,4.61
25/06/2017 7:00,0.22,0.21,5.91,4.74
26/06/2017 7:00,0.21,0.20,5.26,4.67
27/06/2017 7:00,0.24,0.21,5.75,4.65
28/06/2017 7:00,0.24,0.22,5.49,4.47
29/06/2017 7:00,,,6.90,4.68
30/06/2017 7:00,,,6.19,5.39
01/07/2017 7:00,0.18,0.20,5.51,4.28
02/07/2017 7:00,0.24,0.24,4.98,3.64
03/07/2017 7:00,0.22,0.22,5.50,4.38
