Date,F_M - A,F_M - B,Sludge Age - A,Sludge Age - B
01/01/2013 7:00,0.24,0.22,2.69,2.59
02/01/2013 7:00,0.24,0.22,2.62,2.65
03/01/2013 7:00,,,2.58,2.78
04/01/2013 7:00,0.29,0.27,2.38,2.48
05/01/2013 7:00,0.24,0.25,2.45,2.41
06/01/2013 7:00,0.23,0.23,2.24,2.29
07/01/2013 7:00,0.22,0.22,2.25,2.23
08/01/2013 7:00,0.15,0.14,2.33,2.19
09/01/2013 7:00,0.25,0.23,2.26,2.45
10/01/2013 7:00,,,2.67,2.67
11/01/2013 7:00,0.23,0.21,2.84,2.64
12/01/2013 7:00,0.20,0.19,3.19,3.21
13/01/2013 7:00,0.24,0.24,2.50,2.92
14/01/2013 7:00,0.23,0.22,2.45,3.05
15/01/2013 7:00,0.23,0.22,2.74,2.96
16/01/2013 7:00,0.24,0.22,2.78,3.04
17/01/2013 7:00,,,3.00,3.15
18/01/2013 7:00,0.26,0.24,2.68,2.58
19/01/2013 7:00,0.19,0.17,3.04,3.45
20/01/2013 7:00,0.25,0.24,3.16,2.98
21/01/2013 7:00,,,3.06,3.01
22/01/2013 7:00,0.20,0.18,3.06,3.06
23/01/2013 7:00,0.24,0.23,2.95,2.98
24/01/2013 7:00,,,3.72,2.20
25/01/2013 7:00,0.14,0.29,4.80,1.66
26/01/2013 7:00,0.11,0.21,5.38,2.00
27/01/2013 7:00,0.14,0.28,5.30,2.10
28/01/2013 7:00,0.24,0.24,3.68,2.46
29/01/2013 7:00,0.22,0.25,2.92,2.44
30/01/2013 7:00,0.24,0.22,2.58,2.77
31/01/2013 7:00,,,2.30,2.19
01/02/2013 7:00,0.21,0.20,2.46,2.19
02/02/2013 7:00,0.19,0.18,3.20,2.95
03/02/2013 7:00,0.23,0.20,2.93,2.71
04/02/2013 7:00,0.24,0.22,3.35,2.53
05/02/2013 7:00,0.23,0.21,3.24,2.70
06/02/2013 7:00,0.20,0.21,2.90,2.55
07/02/2013 7:00,,,3.57,2.88
08/02/2013 7:00,0.23,0.24,3.38,2.67
09/02/2013 7:00,0.17,0.17,2.87,2.95
10/02/2013 7:00,0.21,0.23,3.18,2.95
11/02/2013 7:00,0.21,0.23,2.99,2.77
12/02/2013 7:00,0.22,0.23,2.43,3.08
13/02/2013 7:00,0.24,0.24,3.07,2.64
14/02/2013 7:00,,,3.31,2.80
15/02/2013 7:00,0.23,0.23,2.63,2.39
16/02/2013 7:00,0.20,0.22,3.09,2.25
17/02/2013 7:00,0.26,0.25,3.04,2.19
18/02/2013 7:00,0.22,0.23,3.07,2.45
19/02/2013 7:00,0.25,0.25,2.69,2.35
20/02/2013 7:00,0.24,0.22,2.56,2.32
21/02/2013 7:00,,,2.75,2.44
22/02/2013 7:00,0.23,0.23,2.75,2.21
23/02/2013 7:00,0.18,0.18,3.15,2.75
24/02/2013 7:00,0.23,0.23,2.81,2.46
25/02/2013 7:00,0.25,0.23,2.76,2.36
26/02/2013 7:00,0.23,0.22,2.63,2.35
27/02/2013 7:00,0.21,0.21,2.89,2.46
28/02/2013 7:00,,,2.95,3.11
01/03/2013 7:00,0.22,0.21,2.36,2.43
02/03/2013 7:00,0.23,0.23,2.85,2.51
03/03/2013 7:00,0.24,0.25,2.63,2.47
04/03/2013 7:00,0.24,0.23,2.70,2.63
05/03/2013 7:00,0.24,0.23,2.66,2.40
06/03/2013 7:00,0.31,0.30,2.61,2.21
07/03/2013 7:00,,,2.93,2.32
08/03/2013 7:00,0.23,0.24,2.79,2.19
09/03/2013 7:00,0.19,0.20,2.93,2.41
10/03/2013 7:00,0.20,0.21,2.80,2.32
11/03/2013 7:00,0.22,0.22,2.63,2.54
12/03/2013 7:00,0.22,0.21,2.75,2.41
13/03/2013 7:00,0.22,0.23,3.01,2.62
14/03/2013 7:00,,,3.04,2.62
15/03/2013 7:00,0.22,0.22,2.82,2.58
16/03/2013 7:00,0.19,0.19,3.12,2.76
17/03/2013 7:00,0.23,0.23,2.78,2.65
18/03/2013 7:00,0.25,0.22,3.12,2.67
19/03/2013 7:00,0.25,0.23,2.68,2.59
20/03/2013 7:00,0.23,0.21,3.03,2.58
21/03/2013 7:00,,,3.23,2.73
22/03/2013 7:00,0.25,0.27,3.14,2.44
23/03/2013 7:00,,,3.30,2.94
24/03/2013 7:00,,,2.68,2.47
25/03/2013 7:00,,,2.80,2.31
26/03/2013 7:00,0.15,0.15,3.22,3.19
27/03/2013 7:00,0.23,0.22,2.89,2.81
28/03/2013 7:00,,,2.54,2.57
29/03/2013 7:00,,,2.63,2.55
30/03/2013 7:00,0.23,0.22,2.62,2.57
31/03/2013 7:00,,,2.62,2.52
01/04/2013 7:00,0.20,0.19,2.69,2.79
02/04/2013 7:00,0.28,0.28,2.46,2.33
03/04/2013 7:00,0.25,0.25,2.64,2.46
04/04/2013 7:00,,,3.02,2.45
05/04/2013 7:00,0.25,0.24,2.72,2.22
06/04/2013 7:00,0.20,0.19,2.34,2.61
07/04/2013 7:00,0.25,0.24,2.64,2.36
08/04/2013 7:00,0.28,0.26,2.21,2.84
09/04/2013 7:00,0.26,0.28,3.03,2.30
10/04/2013 7:00,0.25,0.26,1.68,2.47
11/04/2013 7:00,,,3.66,2.47
12/04/2013 7:00,0.31,0.28,2.74,2.22
13/04/2013 7:00,0.21,0.20,3.05,2.96
14/04/2013 7:00,,,2.51,2.90
15/04/2013 7:00,,,3.01,2.79
16/04/2013 7:00,0.18,0.19,2.74,3.44
17/04/2013 7:00,0.37,0.36,1.90,2.20
18/04/2013 7:00,,,2.72,3.50
19/04/2013 7:00,0.32,0.34,2.58,2.50
20/04/2013 7:00,0.23,0.24,1.97,2.36
21/04/2013 7:00,0.26,0.24,2.75,2.35
22/04/2013 7:00,0.14,0.13,2.81,2.32
23/04/2013 7:00,0.29,0.26,2.19,2.22
24/04/2013 7:00,0.30,0.26,2.21,2.02
25/04/2013 7:00,,,2.44,2.53
26/04/2013 7:00,0.27,0.21,2.59,3.00
27/04/2013 7:00,0.24,0.21,2.49,2.58
28/04/2013 7:00,0.25,0.23,2.35,1.85
29/04/2013 7:00,0.27,0.29,2.50,2.07
30/04/2013 7:00,0.29,0.26,2.62,2.56
01/05/2013 7:00,0.25,0.23,2.58,2.34
02/05/2013 7:00,,,3.22,2.26
03/05/2013 7:00,0.25,0.22,3.53,2.29
04/05/2013 7:00,0.24,0.19,3.95,2.53
05/05/2013 7:00,0.27,0.23,3.15,2.18
06/05/2013 7:00,0.28,0.25,3.09,2.22
07/05/2013 7:00,0.26,0.23,2.92,1.88
08/05/2013 7:00,0.27,0.24,3.28,2.11
09/05/2013 7:00,,,3.09,2.28
10/05/2013 7:00,0.25,0.23,3.22,2.48
11/05/2013 7:00,0.20,0.20,3.79,2.57
12/05/2013 7:00,0.23,0.22,3.19,2.13
13/05/2013 7:00,,,3.19,2.39
14/05/2013 7:00,,,2.78,1.75
15/05/2013 7:00,,,3.38,2.39
16/05/2013 7:00,,,3.28,2.29
17/05/2013 7:00,0.25,0.24,3.11,2.25
18/05/2013 7:00,0.20,0.19,3.31,2.45
19/05/2013 7:00,0.27,0.27,2.50,2.18
20/05/2013 7:00,0.18,0.18,2.37,2.01
21/05/2013 7:00,0.24,0.26,3.21,2.09
22/05/2013 7:00,0.23,0.25,2.97,2.05
23/05/2013 7:00,,,3.69,2.22
24/05/2013 7:00,,,2.95,2.19
25/05/2013 7:00,0.18,0.20,3.09,2.48
26/05/2013 7:00,,,3.23,2.50
27/05/2013 7:00,0.25,0.25,3.01,2.22
28/05/2013 7:00,0.22,0.23,2.94,2.20
29/05/2013 7:00,0.22,0.25,2.80,2.19
30/05/2013 7:00,,,3.29,2.20
31/05/2013 7:00,0.22,0.24,2.58,1.84
01/06/2013 7:00,0.20,0.21,2.62,1.95
02/06/2013 7:00,0.25,0.26,2.24,1.78
03/06/2013 7:00,0.23,0.24,2.72,1.84
04/06/2013 7:00,0.24,0.22,2.25,1.95
05/06/2013 7:00,0.24,0.23,2.75,2.01
06/06/2013 7:00,,,2.96,2.09
07/06/2013 7:00,0.24,0.24,2.90,2.32
08/06/2013 7:00,0.22,0.19,2.96,2.54
09/06/2013 7:00,0.26,0.24,2.70,2.07
10/06/2013 7:00,0.24,0.22,2.50,1.76
11/06/2013 7:00,0.25,0.33,2.26,1.75
12/06/2013 7:00,0.22,0.32,2.72,1.69
13/06/2013 7:00,,,3.09,1.91
14/06/2013 7:00,0.22,0.25,3.20,2.32
15/06/2013 7:00,0.20,0.22,2.61,2.67
16/06/2013 7:00,0.22,0.23,2.39,2.53
17/06/2013 7:00,0.20,0.23,2.29,2.18
18/06/2013 7:00,0.20,0.22,2.37,2.07
19/06/2013 7:00,0.21,0.23,2.57,2.20
20/06/2013 7:00,,,2.65,2.61
21/06/2013 7:00,0.23,0.28,2.21,2.54
22/06/2013 7:00,0.18,0.21,2.56,3.16
23/06/2013 7:00,0.23,0.26,1.81,2.09
24/06/2013 7:00,0.25,0.26,2.55,1.97
25/06/2013 7:00,0.23,0.24,2.80,2.16
26/06/2013 7:00,0.31,0.29,2.63,2.29
27/06/2013 7:00,,,2.82,2.24
28/06/2013 7:00,0.23,0.23,2.85,2.31
29/06/2013 7:00,0.19,0.18,2.74,2.65
30/06/2013 7:00,0.28,0.27,2.43,2.13
01/07/2013 7:00,0.23,0.24,2.55,2.18
02/07/2013 7:00,0.22,0.23,2.82,2.15
03/07/2013 7:00,0.23,0.23,2.62,1.97
04/07/2013 7:00,,,3.40,1.92
05/07/2013 7:00,0.26,0.22,2.89,2.08
06/07/2013 7:00,0.23,0.18,3.62,2.52
07/07/2013 7:00,0.28,0.22,2.47,2.47
08/07/2013 7:00,0.31,0.23,2.59,2.55
09/07/2013 7:00,0.26,0.21,6.15,2.16
10/07/2013 7:00,0.24,0.20,3.28,3.39
11/07/2013 7:00,,,3.48,2.38
12/07/2013 7:00,0.25,0.23,2.82,2.16
13/07/2013 7:00,0.23,0.23,3.17,2.27
14/07/2013 7:00,0.25,0.26,3.48,2.32
15/07/2013 7:00,0.24,0.25,2.99,2.02
16/07/2013 7:00,0.23,0.23,2.62,2.24
17/07/2013 7:00,0.28,0.27,3.00,2.34
18/07/2013 7:00,,,2.84,2.32
19/07/2013 7:00,0.28,0.27,3.25,1.86
20/07/2013 7:00,0.21,0.20,2.89,1.93
21/07/2013 7:00,0.24,0.25,2.99,1.64
22/07/2013 7:00,0.25,0.25,3.03,2.26
23/07/2013 7:00,0.27,0.28,2.86,1.73
24/07/2013 7:00,0.24,0.25,3.08,2.35
25/07/2013 7:00,,,3.02,2.01
26/07/2013 7:00,0.26,0.27,2.67,2.09
27/07/2013 7:00,0.20,0.20,3.04,2.52
28/07/2013 7:00,0.23,0.25,2.85,2.06
29/07/2013 7:00,0.21,0.25,3.45,2.15
30/07/2013 7:00,0.26,0.30,3.22,2.01
31/07/2013 7:00,0.21,0.25,3.14,2.19
01/08/2013 7:00,,,2.72,1.90
02/08/2013 7:00,0.25,0.28,2.67,1.84
03/08/2013 7:00,0.19,0.22,2.90,2.17
04/08/2013 7:00,0.25,0.27,2.88,2.04
05/08/2013 7:00,0.23,0.25,3.00,2.00
06/08/2013 7:00,,,2.95,2.25
07/08/2013 7:00,,,3.62,2.03
08/08/2013 7:00,,,3.10,2.13
09/08/2013 7:00,0.27,0.29,2.88,2.00
10/08/2013 7:00,0.20,0.22,3.08,2.25
11/08/2013 7:00,0.25,0.27,2.71,2.06
12/08/2013 7:00,0.23,0.25,3.11,2.00
13/08/2013 7:00,0.27,0.27,3.08,2.11
14/08/2013 7:00,0.29,0.29,3.30,2.14
15/08/2013 7:00,,,3.01,2.21
16/08/2013 7:00,0.25,0.27,3.29,2.14
17/08/2013 7:00,0.18,0.18,3.22,2.37
18/08/2013 7:00,0.24,0.24,2.62,2.11
19/08/2013 7:00,0.24,0.23,3.03,2.00
20/08/2013 7:00,0.27,0.25,2.79,2.13
21/08/2013 7:00,0.23,0.22,2.27,2.00
22/08/2013 7:00,,,3.24,2.04
23/08/2013 7:00,0.26,0.28,3.06,2.13
24/08/2013 7:00,0.19,0.20,3.39,2.40
25/08/2013 7:00,0.21,0.23,2.87,2.00
26/08/2013 7:00,0.26,0.28,3.15,2.03
27/08/2013 7:00,0.35,0.37,3.08,1.89
28/08/2013 7:00,0.27,0.26,2.93,2.17
29/08/2013 7:00,,,2.97,2.14
30/08/2013 7:00,0.27,0.27,3.31,2.28
31/08/2013 7:00,0.24,0.21,3.25,2.44
01/09/2013 7:00,0.35,0.33,2.65,2.24
02/09/2013 7:00,0.35,0.32,2.57,2.24
03/09/2013 7:00,,,2.94,2.13
04/09/2013 7:00,,,3.01,2.22
05/09/2013 7:00,,,3.81,2.74
06/09/2013 7:00,0.25,0.18,3.39,2.83
07/09/2013 7:00,0.30,0.21,3.10,2.59
08/09/2013 7:00,0.33,0.28,3.19,2.84
09/09/2013 7:00,0.28,0.25,3.29,2.19
10/09/2013 7:00,0.30,0.27,3.24,2.34
11/09/2013 7:00,0.28,0.27,2.96,2.32
12/09/2013 7:00,,,2.95,2.64
13/09/2013 7:00,0.26,0.21,5.55,2.87
14/09/2013 7:00,0.12,0.10,3.67,2.82
15/09/2013 7:00,0.24,0.23,3.11,2.26
16/09/2013 7:00,0.28,0.25,2.73,2.02
17/09/2013 7:00,,,2.76,2.06
18/09/2013 7:00,,,3.02,2.19
19/09/2013 7:00,,,3.36,2.54
20/09/2013 7:00,,,3.11,2.27
21/09/2013 7:00,0.21,0.20,3.25,2.56
22/09/2013 7:00,0.26,0.26,3.58,2.33
23/09/2013 7:00,,,3.67,2.31
24/09/2013 7:00,,,3.66,2.28
25/09/2013 7:00,,,3.22,2.34
26/09/2013 7:00,,,3.18,2.66
27/09/2013 7:00,0.28,0.28,3.19,2.47
28/09/2013 7:00,0.22,0.22,3.13,2.55
29/09/2013 7:00,0.27,0.29,2.06,2.16
30/09/2013 7:00,0.25,0.25,3.07,1.99
01/10/2013 7:00,0.28,0.26,2.96,2.21
02/10/2013 7:00,0.23,0.22,3.09,2.20
03/10/2013 7:00,,,3.21,2.36
04/10/2013 7:00,0.27,0.29,3.28,1.96
05/10/2013 7:00,0.22,0.20,3.07,2.23
06/10/2013 7:00,0.25,0.26,3.22,2.39
07/10/2013 7:00,0.24,0.26,3.10,2.09
08/10/2013 7:00,0.26,0.27,3.48,2.32
09/10/2013 7:00,0.23,0.26,3.20,1.92
10/10/2013 7:00,,,2.46,2.34
11/10/2013 7:00,0.22,0.23,3.01,2.31
12/10/2013 7:00,0.19,0.19,3.14,2.28
13/10/2013 7:00,0.21,0.23,3.05,1.98
14/10/2013 7:00,0.22,0.24,2.80,2.04
15/10/2013 7:00,0.25,0.25,2.83,1.94
16/10/2013 7:00,0.26,0.27,2.96,2.07
17/10/2013 7:00,,,3.23,2.38
18/10/2013 7:00,0.27,0.26,2.50,2.20
19/10/2013 7:00,0.19,0.20,3.00,2.74
20/10/2013 7:00,0.23,0.24,2.88,2.45
21/10/2013 7:00,0.24,0.25,2.59,2.39
22/10/2013 7:00,0.25,0.26,2.79,2.06
23/10/2013 7:00,0.22,0.23,2.62,2.40
24/10/2013 7:00,,,1.92,2.49
25/10/2013 7:00,0.29,0.29,1.75,2.03
26/10/2013 7:00,0.22,0.21,2.87,2.35
27/10/2013 7:00,0.26,0.27,,2.53
28/10/2013 7:00,0.29,0.28,2.51,1.93
29/10/2013 7:00,0.30,0.29,2.98,1.95
30/10/2013 7:00,0.31,0.30,2.75,1.86
31/10/2013 7:00,,,2.77,1.95
01/11/2013 7:00,0.28,0.29,2.92,2.00
02/11/2013 7:00,0.23,0.22,2.82,2.18
03/11/2013 7:00,0.34,0.27,1.81,2.16
04/11/2013 7:00,0.37,0.34,2.59,1.45
05/11/2013 7:00,0.29,0.28,2.33,1.26
06/11/2013 7:00,0.30,0.27,2.41,1.20
07/11/2013 7:00,,,2.48,1.40
08/11/2013 7:00,0.26,0.26,3.13,1.81
09/11/2013 7:00,0.24,0.24,3.10,3.15
10/11/2013 7:00,0.25,0.23,2.86,2.47
11/11/2013 7:00,0.25,0.24,3.14,2.28
12/11/2013 7:00,0.27,0.24,2.94,2.30
13/11/2013 7:00,0.25,0.26,3.45,2.14
14/11/2013 7:00,,,3.64,2.42
15/11/2013 7:00,0.28,0.28,3.35,1.98
16/11/2013 7:00,0.18,0.21,3.35,2.20
17/11/2013 7:00,0.21,0.24,3.29,2.10
18/11/2013 7:00,0.22,0.24,2.86,2.21
19/11/2013 7:00,0.24,0.26,3.58,2.32
20/11/2013 7:00,0.24,0.26,3.39,2.06
21/11/2013 7:00,,,3.50,2.63
22/11/2013 7:00,0.23,0.24,3.42,2.37
23/11/2013 7:00,0.18,0.19,3.78,2.40
24/11/2013 7:00,0.25,0.23,4.27,2.40
25/11/2013 7:00,0.29,0.20,3.38,2.26
26/11/2013 7:00,0.29,0.23,3.17,2.54
27/11/2013 7:00,0.28,0.23,3.23,2.48
28/11/2013 7:00,,,4.04,2.66
29/11/2013 7:00,0.27,0.23,3.08,2.32
30/11/2013 7:00,0.22,0.21,3.39,2.63
01/12/2013 7:00,0.24,0.24,3.40,2.48
02/12/2013 7:00,0.22,0.23,3.33,2.35
03/12/2013 7:00,0.20,0.21,2.77,2.56
04/12/2013 7:00,0.21,0.21,2.98,2.59
05/12/2013 7:00,0.38,0.35,2.81,2.43
06/12/2013 7:00,0.23,0.24,3.23,2.54
07/12/2013 7:00,0.19,0.21,2.75,2.35
08/12/2013 7:00,0.26,0.26,2.62,2.39
09/12/2013 7:00,0.18,0.20,2.91,2.62
10/12/2013 7:00,,,2.90,2.71
11/12/2013 7:00,,,2.37,2.24
12/12/2013 7:00,,,2.94,2.59
13/12/2013 7:00,0.23,0.20,2.25,2.16
14/12/2013 7:00,0.14,0.13,2.71,3.51
15/12/2013 7:00,,,6.63,3.05
16/12/2013 7:00,0.20,0.23,2.65,3.52
17/12/2013 7:00,0.22,0.24,2.85,2.71
18/12/2013 7:00,0.20,0.23,2.79,2.83
19/12/2013 7:00,,,2.97,3.03
20/12/2013 7:00,0.23,0.22,2.51,3.10
21/12/2013 7:00,0.19,0.18,2.88,2.69
22/12/2013 7:00,0.25,0.25,2.71,2.97
23/12/2013 7:00,0.23,0.24,3.46,3.23
24/12/2013 7:00,0.21,0.24,3.53,3.11
25/12/2013 7:00,0.21,0.21,3.58,3.32
26/12/2013 7:00,,,3.28,2.90
27/12/2013 7:00,0.21,0.22,2.84,2.74
28/12/2013 7:00,0.17,0.18,3.96,3.69
29/12/2013 7:00,0.21,0.22,3.73,3.51
30/12/2013 7:00,,,2.79,2.61
31/12/2013 7:00,0.29,0.27,2.76,2.97
01/01/2014 7:00,0.22,0.23,2.95,2.65
02/01/2014 7:00,,,2.83,4.21
03/01/2014 7:00,0.22,0.23,2.46,2.27
04/01/2014 7:00,0.18,0.18,3.01,2.75
05/01/2014 7:00,0.25,0.26,2.83,2.73
06/01/2014 7:00,0.23,0.23,2.78,2.90
07/01/2014 7:00,0.24,0.22,2.89,2.88
08/01/2014 7:00,0.24,0.22,2.69,3.20
09/01/2014 7:00,,,3.37,3.37
10/01/2014 7:00,0.23,0.21,2.84,2.97
11/01/2014 7:00,0.18,0.16,3.32,3.12
12/01/2014 7:00,0.21,0.21,2.56,3.11
13/01/2014 7:00,0.19,0.21,3.26,3.09
14/01/2014 7:00,0.20,0.20,3.04,2.96
15/01/2014 7:00,0.23,0.22,3.29,3.14
16/01/2014 7:00,,,3.25,2.92
17/01/2014 7:00,,,2.50,3.53
18/01/2014 7:00,0.22,0.20,3.19,3.42
19/01/2014 7:00,0.22,0.20,2.93,3.00
20/01/2014 7:00,0.21,0.20,2.83,2.83
21/01/2014 7:00,0.24,0.23,3.21,2.83
22/01/2014 7:00,0.21,0.20,3.36,2.89
23/01/2014 7:00,,,3.41,2.97
24/01/2014 7:00,0.22,0.22,2.87,2.78
25/01/2014 7:00,0.17,0.18,3.54,3.03
26/01/2014 7:00,0.23,0.22,3.32,2.86
27/01/2014 7:00,0.23,0.23,2.99,2.91
28/01/2014 7:00,0.21,0.21,3.16,2.85
29/01/2014 7:00,0.22,0.22,3.22,2.71
30/01/2014 7:00,,,3.09,2.73
31/01/2014 7:00,0.22,0.23,2.93,2.46
01/02/2014 7:00,0.16,0.14,3.04,3.04
02/02/2014 7:00,0.21,0.21,2.92,2.56
03/02/2014 7:00,0.21,0.21,2.88,2.55
04/02/2014 7:00,0.20,0.19,3.02,2.88
05/02/2014 7:00,0.20,0.19,2.66,2.45
06/02/2014 7:00,,,3.14,2.32
07/02/2014 7:00,0.21,0.22,3.26,2.65
08/02/2014 7:00,0.19,0.20,2.92,3.16
09/02/2014 7:00,,,3.31,2.44
10/02/2014 7:00,0.24,0.31,3.06,2.43
11/02/2014 7:00,0.22,0.24,2.86,2.64
12/02/2014 7:00,0.25,0.25,2.79,2.55
13/02/2014 7:00,,,2.96,2.60
14/02/2014 7:00,0.25,0.26,2.64,
15/02/2014 7:00,0.29,0.32,2.76,2.30
16/02/2014 7:00,0.26,0.26,2.95,2.32
17/02/2014 7:00,0.26,0.25,2.42,2.54
18/02/2014 7:00,0.21,0.22,3.12,2.51
19/02/2014 7:00,0.25,0.25,2.93,2.52
20/02/2014 7:00,,,3.43,2.87
21/02/2014 7:00,0.25,0.25,2.88,2.12
22/02/2014 7:00,0.19,0.15,3.16,3.34
23/02/2014 7:00,0.24,0.23,3.25,2.93
24/02/2014 7:00,0.21,0.22,3.35,2.67
25/02/2014 7:00,0.23,0.22,2.88,2.56
26/02/2014 7:00,0.23,0.23,2.90,2.58
27/02/2014 7:00,,,3.04,2.50
28/02/2014 7:00,0.24,0.24,2.77,2.62
01/03/2014 7:00,0.21,0.21,2.46,2.81
02/03/2014 7:00,0.25,0.25,2.55,2.65
03/03/2014 7:00,0.23,0.23,3.01,2.52
04/03/2014 7:00,0.25,0.26,2.34,2.16
05/03/2014 7:00,0.26,0.26,3.10,2.37
06/03/2014 7:00,,,3.33,2.35
07/03/2014 7:00,0.27,0.26,2.98,1.81
08/03/2014 7:00,0.21,0.19,2.86,2.51
09/03/2014 7:00,0.29,0.27,2.56,2.70
10/03/2014 7:00,0.26,0.25,2.72,2.15
11/03/2014 7:00,0.32,0.31,3.13,2.56
12/03/2014 7:00,0.24,0.23,2.78,2.25
13/03/2014 7:00,,,2.30,2.56
14/03/2014 7:00,,,2.41,2.44
15/03/2014 7:00,0.19,0.19,3.74,2.49
16/03/2014 7:00,0.20,0.18,2.98,2.42
17/03/2014 7:00,0.25,0.22,2.34,2.51
18/03/2014 7:00,0.25,0.23,3.02,2.73
19/03/2014 7:00,0.26,0.24,2.28,2.98
20/03/2014 7:00,,,2.66,2.29
21/03/2014 7:00,0.29,0.27,3.09,2.41
22/03/2014 7:00,0.20,0.19,2.09,3.51
23/03/2014 7:00,0.25,0.25,3.04,2.35
24/03/2014 7:00,0.22,0.20,4.13,2.68
25/03/2014 7:00,0.26,0.25,2.87,2.50
26/03/2014 7:00,0.23,0.22,2.93,2.41
27/03/2014 7:00,,,2.70,2.10
28/03/2014 7:00,0.23,0.23,2.16,2.14
29/03/2014 7:00,0.21,0.20,2.91,2.53
30/03/2014 7:00,,,3.74,2.38
31/03/2014 7:00,0.23,0.22,3.14,2.41
01/04/2014 7:00,0.24,0.21,2.73,2.55
02/04/2014 7:00,,,3.08,2.37
03/04/2014 7:00,,,2.82,2.53
04/04/2014 7:00,0.24,0.23,2.61,2.75
05/04/2014 7:00,0.20,0.18,2.85,2.75
06/04/2014 7:00,0.25,0.24,2.46,2.57
07/04/2014 7:00,0.23,0.22,2.63,2.26
08/04/2014 7:00,0.24,0.22,2.61,2.27
09/04/2014 7:00,0.23,0.22,2.78,2.30
10/04/2014 7:00,,,2.88,2.16
11/04/2014 7:00,,,2.60,2.13
12/04/2014 7:00,0.23,0.20,2.96,2.92
13/04/2014 7:00,,,3.06,2.77
14/04/2014 7:00,,,,
15/04/2014 7:00,0.19,0.20,3.24,2.72
16/04/2014 7:00,0.21,0.22,3.17,2.53
17/04/2014 7:00,,,3.47,2.49
18/04/2014 7:00,,,2.98,2.36
19/04/2014 7:00,,,3.40,2.57
20/04/2014 7:00,,,3.05,2.90
21/04/2014 7:00,0.23,0.25,2.30,2.86
22/04/2014 7:00,0.29,0.30,2.50,2.01
23/04/2014 7:00,0.23,0.23,3.04,2.18
24/04/2014 7:00,,,2.70,2.40
25/04/2014 7:00,0.25,0.27,2.57,1.93
26/04/2014 7:00,0.17,0.18,3.01,2.47
27/04/2014 7:00,0.23,0.23,2.67,2.35
28/04/2014 7:00,0.23,0.23,2.65,2.42
29/04/2014 7:00,0.21,0.20,3.22,2.63
30/04/2014 7:00,0.23,0.23,3.02,2.25
01/05/2014 7:00,,,3.25,2.29
02/05/2014 7:00,0.20,0.20,2.48,2.26
03/05/2014 7:00,0.18,0.19,2.36,2.31
04/05/2014 7:00,,,3.43,2.16
05/05/2014 7:00,,,2.41,2.17
06/05/2014 7:00,0.21,0.20,3.00,2.16
07/05/2014 7:00,,,2.80,2.37
08/05/2014 7:00,,,2.35,2.10
09/05/2014 7:00,0.24,0.24,2.51,2.03
10/05/2014 7:00,0.20,0.19,2.68,2.23
11/05/2014 7:00,0.22,0.21,2.50,2.28
12/05/2014 7:00,0.24,0.22,2.70,2.41
13/05/2014 7:00,0.23,0.21,2.80,2.51
14/05/2014 7:00,0.24,0.22,2.26,2.35
15/05/2014 7:00,,,2.62,2.37
16/05/2014 7:00,0.25,0.26,2.08,2.18
17/05/2014 7:00,0.18,0.19,2.74,2.48
18/05/2014 7:00,0.24,0.21,2.40,2.49
19/05/2014 7:00,0.24,0.21,2.51,2.37
20/05/2014 7:00,0.25,0.22,2.64,2.08
21/05/2014 7:00,0.27,0.25,2.65,1.95
22/05/2014 7:00,,,2.81,2.10
23/05/2014 7:00,0.27,0.27,2.85,1.87
24/05/2014 7:00,0.19,0.19,3.20,2.39
25/05/2014 7:00,0.25,0.26,2.85,2.08
26/05/2014 7:00,0.24,0.25,2.77,2.11
27/05/2014 7:00,0.23,0.23,3.55,2.09
28/05/2014 7:00,0.22,0.25,2.75,2.12
29/05/2014 7:00,,,3.22,1.55
30/05/2014 7:00,0.23,0.25,2.77,1.90
31/05/2014 7:00,0.20,0.20,3.28,2.11
01/06/2014 7:00,0.26,0.26,2.61,1.99
02/06/2014 7:00,,,2.78,2.35
03/06/2014 7:00,,,2.32,2.40
04/06/2014 7:00,,,2.34,2.80
05/06/2014 7:00,,,2.54,1.64
06/06/2014 7:00,0.24,0.24,2.81,2.11
07/06/2014 7:00,0.17,0.16,3.08,2.37
08/06/2014 7:00,0.24,0.23,2.82,2.18
09/06/2014 7:00,0.25,0.25,2.91,2.39
10/06/2014 7:00,0.23,0.21,2.53,2.16
11/06/2014 7:00,0.24,0.23,2.88,2.11
12/06/2014 7:00,,,1.87,2.51
13/06/2014 7:00,0.27,0.24,2.82,2.34
14/06/2014 7:00,0.23,0.22,2.65,2.23
15/06/2014 7:00,0.29,0.24,2.49,2.34
16/06/2014 7:00,0.25,0.20,3.16,2.43
17/06/2014 7:00,0.25,0.23,2.95,1.87
18/06/2014 7:00,0.24,0.24,3.61,2.37
19/06/2014 7:00,,,2.84,2.18
20/06/2014 7:00,0.24,0.23,2.56,2.08
21/06/2014 7:00,0.18,0.20,3.11,2.33
22/06/2014 7:00,0.22,0.23,2.96,2.22
23/06/2014 7:00,0.22,0.22,2.90,2.31
24/06/2014 7:00,0.22,0.22,2.76,2.26
25/06/2014 7:00,0.27,0.19,2.69,2.67
26/06/2014 7:00,,,2.53,2.10
27/06/2014 7:00,0.28,0.26,2.75,2.22
28/06/2014 7:00,0.19,0.19,2.84,2.03
