date,Settling_velocity,SVI,SV_label,SVI_label
2019-03-24,2.77,180.0411522633745,reasonable,reasonable
2019-03-25,2.93,168.997668997669,reasonable,reasonable
2019-03-26,2.93,162.55605381165918,reasonable,reasonable
2019-03-27,2.99,159.95260663507108,reasonable,good
2019-03-28,2.89,165.19823788546256,reasonable,reasonable
2019-03-29,2.97,164.02714932126696,reasonable,reasonable
2019-03-30,2.77,197.84172661870502,reasonable,bad
2019-03-31,3.0,187.03241895261846,reasonable,reasonable
2019-04-01,3.07,169.90291262135923,good,reasonable
2019-04-02,3.035,156.10635505178524,good,good
2019-04-03,3.0,142.30979748221128,reasonable,good
2019-04-04,3.26,130.718954248366,good,good
2019-04-05,3.46,144.44444444444446,good,good
2019-04-06,3.34,142.10526315789474,good,good
2019-04-07,3.17,166.270783847981,good,reasonable
2019-04-08,2.99,163.50210970464136,reasonable,reasonable
2019-04-09,2.93,142.04545454545453,reasonable,good
2019-04-10,3.3,143.0084745762712,good,good
2019-04-11,2.94,148.3050847457627,reasonable,good
2019-04-12,3.09,168.9189189189189,good,reasonable
2019-04-13,2.97,97.19222462203024,reasonable,good
2019-04-14,3.09,116.7728237791932,good,good
2019-04-15,3.34,148.35164835164835,good,good
2019-04-16,3.17,164.47368421052633,good,reasonable
2019-04-17,3.01,159.23566878980893,good,good
2019-04-18,3.26,131.85654008438817,good,good
2019-04-19,2.96,161.29032258064515,reasonable,reasonable
2019-04-20,2.7,171.9056974459725,reasonable,reasonable
2019-04-21,2.49,199.7716894977169,bad,bad
2019-04-22,2.56,147.05882352941177,reasonable,good
2019-04-23,3.34,155.8891454965358,good,good
2019-04-24,3.26,143.348623853211,good,good
2019-04-25,3.44,147.5111320102875,good,good
2019-04-26,3.11,151.67364016736403,good,good
2019-04-27,3.43,148.8095238095238,good,good
2019-04-28,3.41,160.71428571428572,good,reasonable
2019-04-29,3.54,163.18537859007833,good,reasonable
2019-04-30,3.37,149.3362831858407,good,good
2019-05-01,3.34,177.72511848341233,good,reasonable
2019-05-02,3.29,160.25641025641025,good,reasonable
2019-05-03,3.57,155.13126491646779,good,good
2019-05-04,3.11,138.6321626617375,good,good
2019-05-05,3.19,167.41071428571428,good,reasonable
2019-05-06,3.2,144.00921658986175,good,good
2019-05-07,3.26,149.3362831858407,good,good
2019-05-08,3.41,147.75413711583926,good,good
2019-05-09,2.97,156.57620041753654,reasonable,good
2019-05-10,3.21,144.80694721542017,good,good
2019-05-11,3.49,133.03769401330376,good,good
2019-05-12,3.43,151.34529147982062,good,good
2019-05-13,3.4,150.11547344110855,good,good
2019-05-14,3.34,141.1764705882353,good,good
2019-05-15,3.5,125.52301255230125,good,good
2019-05-16,3.56,147.72727272727272,good,good
2019-05-17,3.37,146.60070532915358,good,good
2019-05-18,3.46,145.47413793103448,good,good
2019-05-19,3.69,148.5148514851485,good,good
2019-05-20,3.74,140.5152224824356,good,good
2019-05-21,3.43,151.6990291262136,good,good
2019-05-22,3.23,138.24884792626727,good,good
2019-05-23,3.57,141.40271493212668,good,good
2019-05-24,3.26,132.183908045977,good,good
2019-05-25,3.14,112.08576998050683,good,good
2019-05-26,3.09,153.92781316348194,good,good
2019-05-27,3.03,135.8148893360161,good,good
2019-05-28,2.97,163.75545851528383,reasonable,reasonable
2019-05-29,3.23,143.4878587196468,good,good
2019-05-30,3.11,152.5054466230937,good,good
2019-05-31,3.26,161.29032258064515,good,reasonable
2019-06-01,2.91,164.2710472279261,reasonable,reasonable
2019-06-02,3.06,144.03292181069958,good,good
2019-06-03,3.31,131.57894736842104,good,good
2019-06-04,2.97,119.54261954261955,reasonable,good
2019-06-05,2.74,176.99115044247787,reasonable,reasonable
2019-06-06,3.39,155.5299539170507,good,good
2019-06-07,3.71,138.56812933025404,good,good
2019-06-08,3.6,119.31818181818181,good,good
2019-06-09,3.37,135.14218269653054,good,good
2019-06-10,3.54,150.96618357487924,good,good
2019-06-11,3.43,138.56812933025404,good,good
2019-06-12,3.57,150.13054830287206,good,good
2019-06-13,3.54,143.09248503578976,good,good
2019-06-14,3.51,136.05442176870747,good,good
2019-06-15,3.34,152.5054466230937,good,good
2019-06-16,3.37,128.8659793814433,good,good
2019-06-17,3.49,153.30188679245282,good,good
2019-06-18,3.37,121.95121951219512,good,good
2019-06-19,3.46,144.3418013856813,good,good
2019-06-20,3.49,128.0737704918033,good,good
2019-06-21,3.49,168.32917705735662,good,reasonable
2019-06-22,3.11,168.16143497757847,good,reasonable
2019-06-23,3.57,144.3418013856813,good,good
2019-06-24,3.94,159.88372093023256,good,good
2019-06-25,3.53,139.2405063291139,good,good
2019-06-26,3.1,133.47022587268995,good,good
2019-06-27,3.11,145.413870246085,good,good
2019-06-28,3.71,151.3317191283293,good,good
2019-06-29,3.4,133.03769401330376,good,good
2019-06-30,3.41,152.2248243559719,good,good
2019-07-01,3.39,150.6024096385542,good,good
2019-07-02,3.31,156.64160401002508,good,good
2019-07-03,3.11,146.02803738317758,good,good
2019-07-04,3.34,154.7029702970297,good,good
2019-07-05,3.2,141.08352144469526,good,good
2019-07-06,3.3,155.17241379310346,good,good
2019-07-07,3.37,159.7051597051597,good,good
2019-07-08,3.37,142.85714285714286,good,good
2019-07-09,3.2,137.13080168776372,good,good
2019-07-10,3.03,129.22465208747514,good,good
2019-07-11,3.16,138.6138613861386,good,good
2019-07-12,3.24,117.4812030075188,good,good
2019-07-13,3.17,132.0754716981132,good,good
2019-07-14,2.83,113.08562197092084,reasonable,good
2019-07-15,2.91,132.0754716981132,reasonable,good
2019-07-16,2.91,140.91858037578288,reasonable,good
2019-07-17,3.29,111.49228130360206,good,good
2019-07-18,2.96,136.36363636363637,reasonable,good
2019-07-19,3.29,104.16666666666667,good,good
2019-07-20,3.2,118.3127572016461,good,good
